	Feb9-4-8	Feb10-r3-a	Feb9-5-b	Feb7-15	Feb9-3-a	Feb9-5-a	Feb10-r4-a	Feb9-3-b	Feb9-4-20	Feb8-55	Feb9-2-a	Feb9-4-4	Feb8-65	Feb9-4-b	Feb9-7-b	Feb8-12	Feb9-6-a	Feb7-9	Feb10-r5-a	Feb10-r6-a	Feb9-4-17	Feb8-33	Feb8-5	Feb8-2	Feb9-4-11	Feb9-8-a	Feb7-6	Feb9-4-30-a	Feb9-4-14	Feb9-1-b	Feb9-4-26	Feb9-8-b	Feb9-1-a	Feb8-53	Feb10-r7-a	Feb8-7	Feb9-4-2	Feb9-7-a	Feb7-20	Feb8-41	Feb9-4-28	Feb8-27	Feb8-49	Feb8-15	Feb8-45	Feb8-39	Feb9-4-24	Feb8-61	Feb8-47	Feb8-37	Feb9-4-a	Feb7-3	Feb8-9	Feb8-23	Feb7-1	Feb9-6-b	Feb9-2-b	SG1-E-mid	Feb8-51	Feb8-43	Feb9-4-22	Feb8-35	Feb10-r2-a	Feb8-19	Feb10-r1-a	Feb8-32	Feb9-4-6	Feb7-12
Feb9-2-a	0.239048047419	0.366004905237	0.191388002535	0.341773039906	0.290729001125	0.244111562662	0.31883825659	0.211284920012	0.18764617339	0.329554753	0.0	0.246436478571	0.3185920178	0.275754549538	0.287513503768	0.487234424526	0.326659657807	0.380159188387	0.350258265373	0.315296431157	0.307605525063	0.362891805299	0.390707796845	0.417548512163	0.345015643559	0.318611629398	0.355585585213	0.357192008754	0.34512549405	0.343670757794	0.277296243544	0.272307964025	0.267252012717	0.318077675886	0.323217598179	0.368869584261	0.31462948245	0.249424953109	0.288399393914	0.315645869458	0.256520319752	0.371037907486	0.364425744091	0.368601935074	0.319235391179	0.36493384406	0.277456298612	0.33397295652	0.358570060908	0.351147739289	0.255651739025	0.360968820437	0.418529757094	0.364067657358	0.372109149086	0.267517723472	0.287164654431	0.348678803104	0.396687761402	0.383684498876	0.360649729921	0.372652354323	0.385388239525	0.388367660076	0.407028872227	0.450451743876	0.362606155548	0.424111594646
Feb9-4-4	0.29309752962	0.392498583452	0.170429414819	0.35604026415	0.323516485931	0.279010427348	0.340833019539	0.208432817538	0.209068517321	0.343228520016	0.246436478571	0.0	0.34025714761	0.319129599264	0.298640936556	0.520814582858	0.383222759314	0.414423358044	0.380429162025	0.344861274437	0.302430550518	0.424300921145	0.399026770842	0.402854755442	0.404023874899	0.356611729685	0.412627451887	0.374694313971	0.369032351368	0.372953237177	0.321820065757	0.304492838925	0.304950184714	0.3435328277	0.359689073219	0.375822177133	0.328742368285	0.311957283127	0.337934013357	0.352128053343	0.298564850622	0.390424196902	0.366613278816	0.37340635624	0.369067770129	0.388677482432	0.293969885456	0.375731845338	0.37682050716	0.358806217442	0.300845862581	0.399526912042	0.4273054943	0.381053442629	0.390710973945	0.322528303429	0.272442907589	0.368694029951	0.404282486059	0.388457006306	0.34685912724	0.386981183299	0.400074756697	0.389546978802	0.443809966213	0.455098871633	0.43628291797	0.438922074526
Feb8-65	0.315983807301	0.279530795037	0.3139407492	0.274372993144	0.375615179677	0.32465184232	0.274193387324	0.335798527316	0.294257205996	0.277774622882	0.3185920178	0.34025714761	0.0	0.413599064043	0.377621833742	0.442141817823	0.385930569555	0.265003130711	0.260885823861	0.271205664588	0.3912006038	0.25247061676	0.324564553361	0.33940821675	0.43981971786	0.390434833832	0.275408336485	0.406239107945	0.419342587414	0.444298567079	0.35811727379	0.308537894356	0.275937328485	0.269634100564	0.230801934421	0.317269223767	0.342064285346	0.373946442054	0.264185691411	0.255600210198	0.371927937168	0.29923475391	0.245618749344	0.269707076475	0.267900597082	0.304630470579	0.352407282061	0.205701826507	0.191801884776	0.257794212786	0.31354172229	0.261964082719	0.357345922708	0.295239586167	0.327466038961	0.291305970476	0.408690987406	0.243848139352	0.242398803131	0.267971370016	0.322806934389	0.189578284881	0.313515955393	0.28188966869	0.315307973396	0.34849215285	0.421291665625	0.347264118202
Feb9-4-b	0.321656360424	0.451577812201	0.267669430558	0.403776493025	0.250634108063	0.314865959717	0.418353569017	0.272261286898	0.24604279906	0.431242162648	0.275754549538	0.319129599264	0.413599064043	0.0	0.311603041435	0.542105943172	0.323656531801	0.44328837879	0.391485269571	0.364589404082	0.264175614135	0.447565691162	0.463873782696	0.464919113424	0.314428986103	0.365087797785	0.409335776886	0.394439796031	0.315597706448	0.224171876732	0.276899413309	0.293765769379	0.28614209636	0.374440272802	0.354709867121	0.428659888511	0.305826695772	0.28348254664	0.358774508558	0.401616980801	0.262865141299	0.46311588497	0.422236791471	0.408611471688	0.356630353498	0.433833975056	0.323515729488	0.392541962906	0.402707219251	0.37564800697	0.337983510225	0.407954998009	0.462274458436	0.427490386165	0.36588970233	0.332582568346	0.253373824139	0.399818577392	0.452751372755	0.419731665636	0.372927647199	0.415340094908	0.449212303941	0.410031499237	0.427725718185	0.483090248	0.347446893085	0.424276012474
Feb9-7-b	0.321712272783	0.4276013849	0.25167825619	0.39716698729	0.275108529904	0.291434125282	0.363461315709	0.268217959103	0.275843167153	0.375901804176	0.287513503768	0.298640936556	0.377621833742	0.311603041435	0.0	0.491924242926	0.286094420189	0.406762153402	0.403017674838	0.362724448741	0.313085308523	0.391978640793	0.422959695503	0.465700329828	0.370066789467	0.374170520419	0.410239687606	0.311883198696	0.33794045971	0.355094514694	0.277523100924	0.294232041293	0.345000594328	0.374558677555	0.371552707118	0.418332584335	0.360059570696	0.255755820239	0.36083596009	0.361560939803	0.311066472835	0.414089977903	0.369383822632	0.409426131201	0.356339321057	0.375089506041	0.341647864589	0.39291566045	0.366174253506	0.358163157042	0.354971680168	0.427036338833	0.455364099994	0.406624608388	0.44559521665	0.336967073312	0.346112227971	0.383744349524	0.403675081573	0.406509707256	0.385254525228	0.395484194263	0.422515530855	0.390003451423	0.434723927723	0.472287338981	0.338398454742	0.437473585417
Feb8-12	0.455575096507	0.360272416958	0.514311677754	0.412735683868	0.511050867764	0.466533728876	0.447637191651	0.524143284522	0.470443900139	0.388484320325	0.487234424526	0.520814582858	0.442141817823	0.542105943172	0.491924242926	0.0	0.459039611451	0.373188805255	0.416072858537	0.428604792377	0.522689910705	0.386435411699	0.386475749138	0.390625148454	0.521834744023	0.458738727836	0.41334541547	0.504000186888	0.468689039591	0.574539427571	0.483201115912	0.486031649206	0.462315652245	0.409484327439	0.435950374879	0.335744436442	0.487936146296	0.480209039737	0.414381512236	0.402440282223	0.51529123716	0.3966344038	0.351006129404	0.330108311148	0.394766966744	0.3815534602	0.46872008651	0.367822149656	0.398796887777	0.402372359197	0.464645816744	0.403167043964	0.349001086551	0.362162067424	0.504323871014	0.450483616203	0.539581871516	0.43367816129	0.415973225831	0.419994452036	0.376371460228	0.422770812393	0.362049643998	0.370332358838	0.363912944104	0.419269506391	0.463457028916	0.353510793302
Feb9-6-a	0.332262172023	0.446404669431	0.34801053415	0.384158031925	0.263241330502	0.354424893316	0.412721293162	0.387226841858	0.336694020411	0.378423607462	0.326659657807	0.383222759314	0.385930569555	0.323656531801	0.286094420189	0.459039611451	0.0	0.431123351167	0.415631396417	0.406263531746	0.321089753292	0.403424802424	0.446452053818	0.412320327118	0.34113270143	0.427009422374	0.431625186055	0.255986796174	0.374666206703	0.3422454663	0.240240331829	0.36256000692	0.314552455625	0.348430009056	0.419798193221	0.39442163938	0.325532044656	0.332158097805	0.38379180476	0.355227160222	0.321966058021	0.40662731785	0.373723344063	0.401978481498	0.329197266341	0.403494216368	0.300115573338	0.371759111657	0.369491776308	0.356131610103	0.307036099511	0.42462462908	0.459955164	0.392448433742	0.443209489914	0.336331034657	0.328208777666	0.377897278006	0.400417963525	0.425658370519	0.405350862291	0.371100409635	0.434992496327	0.400330847939	0.4493949568	0.43956083942	0.225417960353	0.394759357754
Feb7-9	0.343180570902	0.290424223219	0.380270578075	0.281413687064	0.436749240379	0.385851717806	0.268526856228	0.379355609054	0.329691529117	0.303447080239	0.380159188387	0.414423358044	0.265003130711	0.44328837879	0.406762153402	0.373188805255	0.431123351167	0.0	0.196886918235	0.233649480629	0.42704614584	0.288379830259	0.285342030275	0.306614322173	0.466793160629	0.356164217453	0.268342789763	0.435536045989	0.454434008286	0.458498158894	0.405431295352	0.310005427246	0.317946969762	0.287139613608	0.206356558984	0.29668648155	0.377186645883	0.400309964065	0.238398874562	0.262329217506	0.423744114123	0.341396811467	0.222655567844	0.240698294199	0.329178354699	0.309713230462	0.367194102486	0.2402226489	0.267918125063	0.280119065096	0.367842051371	0.167565124865	0.309872062255	0.292645614565	0.32309433222	0.306253925768	0.454301188293	0.220876925445	0.255587174683	0.277447057208	0.32502079409	0.26181504923	0.30894610113	0.285237999342	0.261080399271	0.35047941778	0.469397896538	0.288815361445
Feb10-r5-a	0.31606883748	0.294437569768	0.331115155006	0.28853264104	0.413641811109	0.363676643576	0.26770545938	0.358694151372	0.315967357803	0.300285479979	0.350258265373	0.380429162025	0.260885823861	0.391485269571	0.403017674838	0.416072858537	0.415631396417	0.196886918235	0.0	0.240797589811	0.410601547001	0.290488398061	0.320582906289	0.321138705386	0.452247539901	0.331923976903	0.236470510772	0.446734926298	0.450746228027	0.417944920608	0.383474815599	0.29339085456	0.309322881758	0.269573131017	0.227494869258	0.284688883492	0.376493611269	0.370337873501	0.199952939473	0.244042120545	0.389953321493	0.332519147351	0.271062482529	0.277148389994	0.311846476114	0.305113097098	0.34951207399	0.243339045409	0.267278747167	0.282082864148	0.334759235049	0.156891904742	0.347746576572	0.30955475722	0.263047747268	0.312183558406	0.411868712609	0.25744852802	0.291628683714	0.298974595477	0.311983071378	0.293558780642	0.310527536657	0.290625730347	0.283708737143	0.372875109341	0.440749978048	0.287860679529
Feb10-r6-a	0.332906778885	0.266426519147	0.304491427205	0.310980458049	0.372906145427	0.294963196425	0.235155109865	0.294760858717	0.283497566665	0.276611283018	0.315296431157	0.344861274437	0.271205664588	0.364589404082	0.362724448741	0.428604792377	0.406263531746	0.233649480629	0.240797589811	0.0	0.3654980243	0.300651798891	0.306132165447	0.380099324116	0.411751190723	0.351689605614	0.301350745503	0.393465613184	0.367662447069	0.417887157998	0.331252499316	0.270803344502	0.292438508853	0.266235737138	0.21435276877	0.306535647559	0.355250436942	0.31595185264	0.204283953154	0.203314544877	0.365696339184	0.307127267508	0.26692509565	0.270120679119	0.305357692818	0.237453069417	0.294767131607	0.271955009795	0.265756720174	0.277607094995	0.335228596147	0.2494827977	0.373857518468	0.31643999714	0.322302816152	0.309849548083	0.352067110808	0.238621379597	0.31047636022	0.293662816714	0.295934314537	0.289654482581	0.291109491574	0.273310944141	0.327517723294	0.3623148927	0.438712141637	0.341103257735
