	H5-B-T	H4-A-B	H6-A-M	H5-B-B	H5-B-M	H4-C-M	H7-B-T	H5-C-B	H7-C-M	H2-A-T	H2-C-B	H4-A-M	H6-A-B	H2-B-T	H6-B-M	H4-B-M	H5-C-T	H4-B-B	H2-B-M	H6-B-B	H4-C-T	H6-C-B	H2-B-B	H7-C-T	H4-B-T	H6-C-T	H4-A-T	H3-A-T	H3-B-B	H3-C-M	H2-C-M	H4-C-B	H6-A-T	H3-A-M	H3-C-T	H2-A-M	H2-A-B	H5-A-M	H2-C-T	H6-C-M	H3-B-M	H3-C-B	H3-B-T	H7-B-B	H3-A-B	H7-B-M
H4-C-T	0.246983141341	0.274161967718	0.255463702645	0.313821775286	0.317684791417	0.222085601788	0.275807506063	0.29514447304	0.30850559565	0.33521174421	0.279940505303	0.237149263934	0.296493630558	0.250760800486	0.263329433228	0.238804052635	0.262925882686	0.302531977067	0.316574882216	0.285753794621	0.0	0.303238146798	0.320307438682	0.2531185376	0.186493602041	0.243084924844	0.230302392695	0.216161473998	0.26820157765	0.266312623531	0.269803015339	0.314795734553	0.243938349382	0.252677514214	0.269114016972	0.268431749591	0.305246003061	0.26624021605	0.24425568083	0.303969461281	0.259476416321	0.290644521045	0.214991331564	0.323983351137	0.277207007131	0.30337593449
H6-C-B	0.254268643964	0.334311136514	0.197707265828	0.289760517048	0.292599525521	0.26570404017	0.358824324897	0.299214369017	0.311640627854	0.269059895661	0.282943988091	0.309746124149	0.15119315255	0.256742132371	0.200027130957	0.311023031183	0.232732503884	0.305017328207	0.259622220472	0.199147848823	0.303238146798	0.0	0.216835256126	0.340852625238	0.307645005089	0.211489758279	0.318213703314	0.296827678915	0.287307577287	0.297102082679	0.284354810128	0.348017445336	0.225811900352	0.320365162325	0.336647175184	0.297910594186	0.231336144283	0.315023557587	0.273927617628	0.222065855237	0.274745453507	0.24325705207	0.285753404559	0.290237064004	0.276166176865	0.355385245903
H2-B-B	0.284884859856	0.368697024737	0.258637772583	0.340782385722	0.319489007419	0.285078900344	0.376316932952	0.363498104067	0.298117430874	0.222127597433	0.23546383154	0.340037828303	0.237848158993	0.248757983351	0.236717436511	0.327016354479	0.258487631128	0.353608666552	0.185252648827	0.2417885467	0.320307438682	0.216835256126	0.0	0.355289216339	0.336978482883	0.236545298647	0.356113254698	0.329655203392	0.294910375455	0.334570886052	0.237687000806	0.394748886375	0.274135015906	0.337193952405	0.366835231374	0.25674722715	0.137678774786	0.342505027405	0.262291920296	0.23397336888	0.278073684846	0.270002737275	0.313742128035	0.277339205799	0.283132193671	0.338456789764
H7-C-T	0.255750168107	0.312521163893	0.262841083222	0.345420667835	0.292380074273	0.266829660659	0.175270552446	0.3481292223	0.226801188117	0.317851429857	0.351097396273	0.255856955039	0.322878469557	0.29001831718	0.281158394518	0.246700193634	0.284983741522	0.33280223267	0.31568088945	0.326100066851	0.2531185376	0.340852625238	0.355289216339	0.0	0.239450691772	0.25287313932	0.260703957216	0.244499130099	0.343821845254	0.283266617379	0.303757550077	0.363550973778	0.237516997403	0.267603278291	0.276083283738	0.27033260462	0.34360239509	0.277605946326	0.265906152532	0.27733139823	0.309668986964	0.323454937768	0.276606606409	0.264422626888	0.309703444029	0.214316484722
H4-B-T	0.20943319901	0.25530848282	0.221114933309	0.28548228922	0.275074586225	0.218626376722	0.255718854907	0.276869863859	0.283734359874	0.343441058574	0.323037191146	0.205439873584	0.285117156364	0.267867354597	0.257893578583	0.179805505561	0.255190216493	0.276069770677	0.324186498539	0.310095093114	0.186493602041	0.307645005089	0.336978482883	0.239450691772	0.0	0.244521400855	0.219728267972	0.211655722349	0.276861797118	0.230083079576	0.292908916271	0.308841582511	0.21806694098	0.219153279314	0.251238626146	0.26947944553	0.327033656503	0.235609196474	0.263202026247	0.286556213948	0.261558081348	0.280794005863	0.220864756621	0.294507133403	0.279082062414	0.277134891281
H6-C-T	0.196577797484	0.290029975842	0.170249328768	0.292331677607	0.264335875415	0.221252796653	0.276182270345	0.301683685769	0.2256779872	0.222822584288	0.271826439577	0.25923822028	0.193436627108	0.20275226208	0.171601674446	0.241623059857	0.184797580482	0.291989464679	0.218779907229	0.21716724186	0.243084924844	0.211489758279	0.236545298647	0.25287313932	0.244521400855	0.0	0.272073908475	0.231492310193	0.281969340065	0.256763837281	0.230440885065	0.335530542815	0.151767310711	0.268218156629	0.288775872857	0.202795717314	0.239462080861	0.263539615678	0.19024714331	0.173062001849	0.239979444605	0.247311634729	0.238462826657	0.223427554568	0.252664495712	0.259589371873
H4-A-T	0.251612804943	0.226092889539	0.247321380264	0.259832733476	0.285690591656	0.295813010306	0.240630005235	0.257997130396	0.311467482467	0.364067857502	0.359485078463	0.204005603933	0.316046544235	0.278484328123	0.302226604603	0.228645274864	0.292347055441	0.242589503645	0.341684523959	0.352879742209	0.230302392695	0.318213703314	0.356113254698	0.260703957216	0.219728267972	0.272073908475	0.0	0.227146651753	0.288902846598	0.257215814516	0.350933536769	0.27790333827	0.242537615604	0.250695991177	0.227231330499	0.33662472823	0.340504966768	0.250707598548	0.300568747399	0.321340941201	0.322055301126	0.267068692853	0.268540334841	0.324306818489	0.258587780281	0.309395495406
H3-A-T	0.238987496209	0.274919586711	0.230250162041	0.291387492232	0.306169313391	0.238508875241	0.26018936575	0.275641490209	0.29876414499	0.313654343231	0.300410978527	0.24123483568	0.284868910859	0.244866806146	0.256834891067	0.229126091561	0.251119589478	0.284799860193	0.303344069321	0.29603600707	0.216161473998	0.296827678915	0.329655203392	0.244499130099	0.211655722349	0.231492310193	0.227146651753	0.0	0.238595365462	0.208800356401	0.266399180398	0.304621079344	0.226576295631	0.19017444679	0.210973556452	0.254001242254	0.307348220102	0.269749001811	0.228968115082	0.286080130769	0.224547675516	0.238158833139	0.171124324087	0.307797983245	0.234465136094	0.299179889911
H3-B-B	0.288819894907	0.285747386101	0.286007640575	0.294248861475	0.36717390648	0.283781857738	0.353433563544	0.264755485051	0.373900015871	0.367929921275	0.275172910372	0.294488247295	0.304788747358	0.294314296466	0.266242524754	0.285872457593	0.276517217987	0.283367245727	0.340714109283	0.290295067611	0.26820157765	0.287307577287	0.294910375455	0.343821845254	0.276861797118	0.281969340065	0.288902846598	0.238595365462	0.0	0.247304931248	0.283140736927	0.284778524595	0.300102209578	0.238283229889	0.290950471603	0.300664378797	0.278650503657	0.330844028035	0.258246723718	0.334269926684	0.244004269137	0.216111425519	0.216177578915	0.372852825065	0.189161366886	0.386592202884
H3-C-M	0.26027534923	0.293994202095	0.235537479776	0.296366551742	0.296486169695	0.265379033235	0.291453198035	0.287561755486	0.310941041275	0.332292536337	0.328729714116	0.258565371163	0.286229947338	0.287075247458	0.264235537845	0.253065354693	0.263103882142	0.300960309642	0.316010615822	0.311344359716	0.266312623531	0.297102082679	0.334570886052	0.283266617379	0.230083079576	0.256763837281	0.257215814516	0.208800356401	0.247304931248	0.0	0.299308438108	0.325786168539	0.251869315911	0.199679642332	0.200432329631	0.286574737587	0.320976212584	0.277577237858	0.258722431708	0.295588793031	0.21197191896	0.21341846365	0.198578833768	0.322033060212	0.244799193015	0.31104844294
H2-C-M	0.276275324859	0.347566483418	0.26212722035	0.374398224912	0.335673171297	0.220610005112	0.340002080658	0.367756641397	0.272129107172	0.247023777472	0.206382863272	0.315692870585	0.264001635157	0.243040027786	0.209453867404	0.27577104635	0.23173482363	0.379708997322	0.215509437546	0.226257608163	0.269803015339	0.284354810128	0.237687000806	0.303757550077	0.292908916271	0.230440885065	0.350933536769	0.266399180398	0.283140736927	0.299308438108	0.0	0.390497132068	0.257207657177	0.288705606031	0.350157807935	0.149050969491	0.216003332318	0.329514674548	0.16256467607	0.242317204465	0.21024525149	0.317958336348	0.240362162324	0.282230175687	0.304564046399	0.282465744139
H4-C-B	0.32249748268	0.25625878434	0.325103087802	0.284581388444	0.395820122561	0.347414243726	0.359365081794	0.228180279884	0.430298714262	0.447803657376	0.378236335686	0.309161795492	0.358099567216	0.360890490039	0.331891985021	0.301999393718	0.3216671213	0.210912901779	0.435154146847	0.376474336901	0.314795734553	0.348017445336	0.394748886375	0.363550973778	0.308841582511	0.335530542815	0.27790333827	0.304621079344	0.284778524595	0.325786168539	0.390497132068	0.0	0.342041429731	0.311112809104	0.343004743586	0.402490594447	0.389375935913	0.366174332917	0.337162801814	0.397514958106	0.38028852361	0.329000056796	0.316947121217	0.438734136593	0.293034840157	0.444588878673
H6-A-T	0.18397235084	0.288071155914	0.141691503962	0.282884761067	0.229347541043	0.219653702535	0.252647147458	0.30385140033	0.218153746045	0.253491820709	0.307606211719	0.235118021435	0.210219831595	0.212692472961	0.19444975401	0.226923191295	0.215122202134	0.296620071765	0.223475489595	0.249729645236	0.243938349382	0.225811900352	0.274135015906	0.237516997403	0.21806694098	0.151767310711	0.242537615604	0.226576295631	0.300102209578	0.251869315911	0.257207657177	0.342041429731	0.0	0.265980763622	0.264576804516	0.228650603641	0.272125841246	0.245827893995	0.221697309886	0.178152810318	0.249302694278	0.252167853378	0.243906996076	0.215823625903	0.268646693084	0.249570742311
H3-A-M	0.273937637431	0.273343145072	0.267095592704	0.308626442911	0.328768641569	0.260792738342	0.266220032523	0.291205970874	0.31790060661	0.34351282065	0.3095693644	0.243421746757	0.317737115032	0.282935915817	0.284689915842	0.220826899326	0.277288591879	0.288250382818	0.319734421724	0.320228570795	0.252677514214	0.320365162325	0.337193952405	0.267603278291	0.219153279314	0.268218156629	0.250695991177	0.19017444679	0.238283229889	0.199679642332	0.288705606031	0.311112809104	0.265980763622	0.0	0.225577863248	0.278705499512	0.321553776564	0.29467750162	0.255713797987	0.304832205806	0.241841778086	0.250828446743	0.210272295613	0.337103123649	0.220109266733	0.313869221984
H3-C-T	0.277868079324	0.300695808924	0.272908085393	0.316484548037	0.304721910662	0.317337700597	0.261784738039	0.318303395646	0.319796586542	0.332340649362	0.369430289884	0.251120973729	0.339485736111	0.271032658383	0.327244640503	0.274657559686	0.321281891354	0.310764052506	0.329651466661	0.365304523728	0.269114016972	0.336647175184	0.366835231374	0.276083283738	0.251238626146	0.288775872857	0.227231330499	0.210973556452	0.290950471603	0.200432329631	0.350157807935	0.343004743586	0.264576804516	0.225577863248	0.0	0.330854400556	0.356464303277	0.288680217881	0.307841152958	0.304863565039	0.275292537268	0.223984313361	0.23013405868	0.317666360202	0.245635696591	0.325586706611
H2-A-M	0.253040262772	0.340453103831	0.247373182209	0.370482223925	0.3147860205	0.217065689787	0.308595991137	0.368848923351	0.228945374864	0.230745186857	0.252331778465	0.305092773435	0.259781334105	0.229935238831	0.212178978661	0.265439037828	0.23166768076	0.379633542078	0.206870821402	0.241426475345	0.268431749591	0.297910594186	0.25674722715	0.27033260462	0.26947944553	0.202795717314	0.33662472823	0.254001242254	0.300664378797	0.286574737587	0.149050969491	0.402490594447	0.228650603641	0.278705499512	0.330854400556	0.0	0.23828775295	0.306843834688	0.158183484206	0.227645838451	0.215712820044	0.314728520797	0.241568479631	0.236583657139	0.305836427884	0.248317684193
H2-A-B	0.28674077424	0.352997702119	0.263091988139	0.346514730618	0.331099204008	0.265806800988	0.368640196231	0.353369032992	0.297718332705	0.230119353257	0.216650422547	0.318496385577	0.246724033892	0.239587188587	0.237221593284	0.312760025388	0.254634716103	0.348016429186	0.202955296668	0.246989066094	0.305246003061	0.231336144283	0.137678774786	0.34360239509	0.327033656503	0.239462080861	0.340504966768	0.307348220102	0.278650503657	0.320976212584	0.216003332318	0.389375935913	0.272125841246	0.321553776564	0.356464303277	0.23828775295	0.0	0.327143966234	0.243787932074	0.24690760494	0.254118086307	0.273439720885	0.287445359492	0.29141879219	0.272747585202	0.327960347986
H5-A-M	0.194591554937	0.280322127472	0.228377000246	0.257842756486	0.206423501856	0.276668491408	0.271615075188	0.29279368751	0.278643929968	0.35299033672	0.365429891357	0.250758104012	0.302424868615	0.293496146065	0.274925594902	0.248100307834	0.263660989069	0.31216871409	0.315552399796	0.333589544487	0.26624021605	0.315023557587	0.342505027405	0.277605946326	0.235609196474	0.263539615678	0.250707598548	0.269749001811	0.330844028035	0.277577237858	0.329514674548	0.366174332917	0.245827893995	0.29467750162	0.288680217881	0.306843834688	0.327143966234	0.0	0.306913560574	0.297058014354	0.297742637921	0.308987379451	0.279279047533	0.287614423302	0.330534790267	0.278318073223
