# Constructed from biom file
#OTU ID	H2-A-B_ASD	H2-A-M_ASD	H2-A-T_ASD	H2-B-B_ASD	H2-B-M_ASD	H2-B-T_ASD	H2-C-B_ASD	H2-C-M_ASD	H2-C-T_ASD	H3-A-B_ASD	H3-A-M_ASD	H3-A-T_ASD	H3-B-B_ASD	H3-B-M_ASD	H3-B-T_ASD	H3-C-B_ASD	H3-C-M_ASD	H3-C-T_ASD	H4-A-B_ASD	H4-A-M_ASD	H4-A-T_ASD	H4-B-B_ASD	H4-B-M_ASD	H4-B-T_ASD	H4-C-B_ASD	H4-C-M_ASD	H4-C-T_ASD	H5-A-M_ASD	H5-B-B_ASD	H5-B-M_ASD	H5-B-T_ASD	H5-C-B_ASD	H5-C-T_ASD	H6-A-B_ASD	H6-A-M_ASD	H6-A-T_ASD	H6-B-B_ASD	H6-B-M_ASD	H6-C-B_ASD	H6-C-M_ASD	H6-C-T_ASD	H7-B-B_ASD	H7-B-M_ASD	H7-B-T_ASD	H7-C-M_ASD	H7-C-T_ASD
af420d0b84764ceae00a3641538ece54	2915.0	2145.0	0.0	2264.0	1477.0	4072.0	966.0	1669.0	1647.0	2397.0	2831.0	2064.0	4043.0	1377.0	2041.0	4847.0	1942.0	3255.0	2437.0	2024.0	4918.0	3480.0	4255.0	2861.0	1005.0	960.0	1296.0	2457.0	3229.0	2631.0	3731.0	1032.0	1152.0	1062.0	1667.0	1546.0	1181.0	899.0	1936.0	877.0	2115.0	2025.0	2678.0	1891.0	2166.0	1930.0
ff6629ffc92697be4a7cae852cbd880d	2254.0	1517.0	674.0	1687.0	1141.0	3067.0	1092.0	1293.0	1322.0	1810.0	2200.0	1418.0	3067.0	1001.0	1690.0	3793.0	1336.0	2370.0	1881.0	1423.0	3721.0	2784.0	3216.0	2482.0	1066.0	751.0	980.0	1903.0	2606.0	2036.0	2607.0	794.0	1209.0	885.0	1219.0	1263.0	928.0	635.0	1463.0	656.0	1694.0	1645.0	1938.0	1506.0	1675.0	1292.0
1d2967ce0b109a8440ad3a47ff094bb3	1374.0	765.0	0.0	1577.0	1329.0	935.0	819.0	561.0	976.0	2726.0	1226.0	1222.0	2019.0	1154.0	684.0	1610.0	1332.0	1314.0	3248.0	2446.0	1506.0	1228.0	1048.0	971.0	0.0	530.0	871.0	2648.0	5839.0	4330.0	1671.0	1843.0	748.0	1053.0	1536.0	1373.0	541.0	876.0	672.0	765.0	760.0	1476.0	2067.0	2111.0	1271.0	1132.0
59ecffd3f7098382827153f41320bb85	2276.0	893.0	1169.0	2195.0	1540.0	1892.0	2300.0	1834.0	3366.0	2235.0	653.0	789.0	2032.0	3262.0	2555.0	889.0	348.0	454.0	931.0	1149.0	1208.0	286.0	265.0	479.0	811.0	2681.0	2712.0	0.0	0.0	0.0	702.0	0.0	2041.0	977.0	1142.0	2274.0	1617.0	1888.0	2753.0	1066.0	2600.0	940.0	0.0	562.0	1678.0	1032.0
0707e34f720de8df24d3e094abb938b1	1503.0	1950.0	2045.0	2788.0	6254.0	0.0	542.0	2387.0	959.0	0.0	0.0	450.0	0.0	965.0	534.0	0.0	0.0	194.0	650.0	575.0	0.0	0.0	2427.0	1035.0	0.0	1296.0	0.0	1280.0	0.0	5420.0	1616.0	0.0	1714.0	1626.0	2213.0	1674.0	1174.0	2885.0	812.0	3746.0	1501.0	0.0	919.0	0.0	3068.0	325.0
3ca6a15d3585e0bfa63dbd627902548c	537.0	1572.0	458.0	459.0	1152.0	938.0	0.0	1746.0	1504.0	705.0	1330.0	1434.0	1220.0	1722.0	1432.0	695.0	1321.0	1090.0	1476.0	2308.0	1982.0	659.0	2447.0	1735.0	556.0	993.0	1187.0	2465.0	1315.0	2416.0	1762.0	797.0	1322.0	493.0	2213.0	1886.0	0.0	971.0	632.0	784.0	820.0	0.0	1563.0	1434.0	1828.0	1113.0
682c680814253e6f601c60402603e6af	549.0	1556.0	521.0	492.0	1255.0	981.0	458.0	1753.0	1579.0	765.0	1374.0	1385.0	1268.0	1836.0	1424.0	696.0	1322.0	1134.0	1606.0	2206.0	2104.0	647.0	2488.0	1709.0	601.0	1039.0	1148.0	2435.0	1267.0	2668.0	1854.0	802.0	1268.0	510.0	2440.0	1942.0	494.0	1051.0	703.0	0.0	848.0	1381.0	1627.0	0.0	0.0	0.0
a2dee6da4e2f4915fc50fb719bb28169	2129.0	736.0	0.0	1975.0	1413.0	1804.0	0.0	1898.0	3197.0	2056.0	579.0	0.0	1904.0	3649.0	2150.0	791.0	349.0	613.0	833.0	1075.0	1069.0	432.0	449.0	684.0	0.0	2326.0	2727.0	0.0	162.0	0.0	634.0	465.0	2317.0	883.0	1134.0	2003.0	1298.0	1829.0	2028.0	893.0	2644.0	0.0	0.0	785.0	1658.0	0.0
dada8a89b49d8188747bbbad03a70917	1045.0	629.0	0.0	1214.0	1035.0	684.0	973.0	651.0	633.0	1848.0	757.0	819.0	1416.0	1255.0	787.0	1227.0	1017.0	1149.0	2255.0	1633.0	1203.0	939.0	884.0	856.0	381.0	0.0	650.0	2128.0	4364.0	3272.0	1368.0	1083.0	579.0	761.0	1085.0	1113.0	570.0	1341.0	795.0	538.0	596.0	1149.0	1712.0	1496.0	1024.0	854.0
6ee674a97d5d5788a10678a6999a9fc2	1313.0	1507.0	1349.0	1951.0	4693.0	459.0	470.0	1794.0	731.0	0.0	0.0	225.0	232.0	776.0	397.0	0.0	0.0	0.0	467.0	592.0	0.0	0.0	2046.0	783.0	0.0	1203.0	298.0	961.0	0.0	3961.0	1230.0	0.0	1290.0	1276.0	1505.0	1302.0	832.0	2108.0	627.0	2879.0	1150.0	2366.0	732.0	0.0	2325.0	381.0
9bc586793335da5bc4adf78dd56588e5	1213.0	874.0	0.0	892.0	0.0	1684.0	503.0	769.0	802.0	1061.0	1171.0	743.0	1799.0	661.0	997.0	2249.0	715.0	1339.0	1058.0	851.0	2107.0	1632.0	1768.0	1317.0	0.0	0.0	634.0	1134.0	1524.0	1211.0	1500.0	475.0	527.0	526.0	670.0	785.0	0.0	391.0	916.0	419.0	953.0	1021.0	1088.0	821.0	983.0	0.0
dba442d0614cfa7a162853b475579f52	639.0	794.0	588.0	663.0	552.0	440.0	657.0	1135.0	0.0	638.0	824.0	0.0	733.0	1465.0	934.0	856.0	1319.0	900.0	136.0	0.0	984.0	0.0	0.0	684.0	0.0	679.0	865.0	1091.0	554.0	1682.0	0.0	0.0	935.0	695.0	1030.0	0.0	778.0	1070.0	342.0	780.0	618.0	974.0	1637.0	980.0	1736.0	0.0
efca07d55a20810f3ad285dc2c1aa0d2	0.0	0.0	750.0	2498.0	1631.0	764.0	878.0	474.0	671.0	1511.0	802.0	597.0	1039.0	0.0	0.0	1581.0	0.0	642.0	654.0	419.0	0.0	0.0	672.0	0.0	464.0	0.0	376.0	407.0	0.0	948.0	1092.0	896.0	0.0	2486.0	1173.0	0.0	1205.0	0.0	1834.0	1042.0	1048.0	368.0	454.0	236.0	0.0	400.0
f52fb5fff1536285892571a224dc6fce	1593.0	0.0	0.0	1730.0	1319.0	621.0	737.0	593.0	372.0	1083.0	647.0	0.0	904.0	618.0	972.0	1272.0	0.0	0.0	0.0	312.0	369.0	680.0	0.0	341.0	0.0	197.0	0.0	288.0	666.0	741.0	776.0	0.0	764.0	1695.0	924.0	1199.0	844.0	638.0	1427.0	773.0	813.0	229.0	386.0	375.0	551.0	0.0
cc84511b093177c238533b643ca682be	1147.0	424.0	558.0	0.0	698.0	889.0	929.0	887.0	1633.0	0.0	317.0	0.0	952.0	1677.0	1202.0	439.0	0.0	226.0	410.0	566.0	514.0	165.0	178.0	276.0	343.0	1246.0	1356.0	0.0	0.0	0.0	354.0	0.0	941.0	480.0	577.0	856.0	656.0	906.0	1184.0	479.0	1303.0	458.0	327.0	294.0	779.0	362.0
bd2d28b81e4192bf3e2a27258c60228a	742.0	890.0	0.0	1132.0	2809.0	316.0	0.0	1081.0	457.0	0.0	0.0	0.0	0.0	470.0	0.0	0.0	0.0	0.0	0.0	265.0	0.0	0.0	1212.0	436.0	0.0	606.0	0.0	595.0	0.0	2286.0	727.0	0.0	840.0	695.0	833.0	760.0	565.0	1259.0	330.0	1661.0	674.0	1582.0	441.0	0.0	1410.0	176.0
e6b86b619d3d920701a8421aabf0e343	641.0	0.0	326.0	787.0	646.0	378.0	408.0	0.0	412.0	1174.0	439.0	574.0	967.0	509.0	291.0	719.0	614.0	0.0	1317.0	984.0	0.0	552.0	451.0	453.0	0.0	0.0	0.0	1126.0	2678.0	1908.0	782.0	817.0	378.0	0.0	0.0	665.0	336.0	0.0	348.0	315.0	337.0	632.0	0.0	972.0	621.0	489.0
073a3c5ac45a037dc52bc82e49de7245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	532.0	1095.0	635.0	865.0	1500.0	938.0	598.0	552.0	727.0	1538.0	1074.0	793.0	852.0	1797.0	684.0	911.0	0.0	0.0	1102.0	858.0	1061.0	310.0	1199.0	356.0	0.0	416.0	217.0	0.0	0.0	514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ed158e3da82f7a61614414fa630e667	392.0	1175.0	0.0	0.0	404.0	572.0	342.0	1108.0	1143.0	0.0	0.0	552.0	156.0	387.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	310.0	0.0	0.0	0.0	786.0	0.0	0.0	325.0	0.0	0.0	324.0	0.0	1322.0	1312.0	499.0	974.0	428.0	0.0	671.0	693.0	1400.0	1518.0	1048.0	1610.0
d2c957c0068468027c051bf513cc2b5a	755.0	459.0	459.0	694.0	0.0	448.0	756.0	602.0	663.0	585.0	293.0	301.0	827.0	0.0	450.0	709.0	0.0	356.0	473.0	587.0	391.0	0.0	386.0	0.0	0.0	540.0	0.0	386.0	499.0	0.0	332.0	267.0	0.0	622.0	0.0	602.0	974.0	1428.0	536.0	536.0	864.0	573.0	388.0	0.0	661.0	0.0
40e99d7ad78c420c4404f5e48ce3f8fb	0.0	0.0	787.0	0.0	731.0	1160.0	0.0	0.0	1613.0	599.0	974.0	0.0	0.0	443.0	0.0	693.0	0.0	0.0	2652.0	1398.0	0.0	1026.0	1617.0	0.0	0.0	997.0	0.0	0.0	0.0	310.0	0.0	0.0	0.0	715.0	847.0	0.0	0.0	0.0	1132.0	0.0	0.0	0.0	569.0	0.0	340.0	557.0
df6280631c1163f21ac518a764bee8ad	346.0	1080.0	0.0	0.0	0.0	554.0	293.0	1010.0	976.0	0.0	0.0	573.0	0.0	0.0	351.0	0.0	0.0	222.0	0.0	341.0	707.0	0.0	0.0	534.0	0.0	423.0	810.0	0.0	0.0	316.0	0.0	0.0	302.0	431.0	1253.0	0.0	0.0	903.0	0.0	497.0	614.0	489.0	1250.0	1509.0	841.0	1511.0
671229e13bc330e175235e516ece6e39	0.0	0.0	0.0	0.0	0.0	938.0	0.0	0.0	0.0	548.0	705.0	1058.0	0.0	0.0	0.0	429.0	0.0	1156.0	518.0	0.0	747.0	0.0	534.0	523.0	0.0	0.0	410.0	2889.0	461.0	740.0	1224.0	419.0	677.0	0.0	537.0	826.0	0.0	0.0	0.0	0.0	1131.0	0.0	372.0	681.0	239.0	0.0
26a85c3d799e6ae29837611516657f88	268.0	0.0	0.0	0.0	0.0	278.0	0.0	0.0	740.0	575.0	532.0	579.0	683.0	1086.0	767.0	725.0	0.0	619.0	0.0	0.0	641.0	0.0	356.0	928.0	0.0	715.0	0.0	558.0	489.0	822.0	0.0	0.0	882.0	420.0	443.0	452.0	353.0	0.0	0.0	667.0	872.0	534.0	408.0	369.0	479.0	469.0
16b48557a59d619d1e1810897d9f0cba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1256.0	457.0	599.0	1581.0	0.0	495.0	0.0	832.0	1712.0	1151.0	571.0	910.0	0.0	748.0	0.0	2024.0	0.0	1329.0	932.0	0.0	481.0	822.0	0.0	0.0	383.0	225.0	0.0	0.0	544.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51069a7f04798e531fe21d0d72a49566	843.0	0.0	0.0	594.0	758.0	0.0	497.0	921.0	653.0	534.0	191.0	327.0	0.0	704.0	0.0	0.0	238.0	0.0	479.0	583.0	0.0	0.0	387.0	408.0	0.0	521.0	0.0	0.0	0.0	365.0	502.0	0.0	868.0	0.0	625.0	551.0	976.0	1143.0	350.0	528.0	597.0	738.0	380.0	0.0	0.0	352.0
d49e060049108daefb1eb3a71b4f3f57	0.0	315.0	496.0	331.0	693.0	844.0	0.0	0.0	792.0	0.0	0.0	0.0	850.0	0.0	448.0	471.0	202.0	0.0	1461.0	971.0	647.0	1167.0	1109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	902.0	596.0	0.0	617.0	0.0	477.0	1192.0	265.0	686.0	188.0	0.0	0.0	601.0	0.0
5289ef5d0993d369b042826cfab71ef5	702.0	971.0	0.0	550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	789.0	1180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	610.0	0.0	0.0	1019.0	781.0	0.0	841.0	0.0	0.0	0.0	747.0	0.0	884.0	0.0	0.0	955.0	435.0	716.0	0.0	963.0	1186.0	515.0	0.0	847.0	0.0	0.0
ec5659a9639465a8f0fce1a5d4d0cd7c	0.0	0.0	0.0	444.0	432.0	343.0	0.0	0.0	631.0	454.0	395.0	420.0	0.0	550.0	612.0	437.0	585.0	462.0	0.0	689.0	343.0	0.0	761.0	0.0	0.0	635.0	275.0	0.0	0.0	369.0	275.0	483.0	715.0	0.0	266.0	0.0	0.0	339.0	385.0	470.0	596.0	0.0	0.0	280.0	0.0	0.0
3376334df9e07270379125c3a9696a13	1466.0	207.0	589.0	975.0	487.0	293.0	1060.0	1303.0	457.0	587.0	0.0	127.0	586.0	664.0	0.0	546.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	487.0	0.0	648.0	247.0	0.0	564.0	0.0	571.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0
124a81430f85b75e6bbc71518d1cb122	1480.0	0.0	539.0	0.0	753.0	400.0	1392.0	0.0	399.0	545.0	0.0	0.0	827.0	0.0	0.0	840.0	563.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	833.0	162.0	0.0	920.0	0.0	621.0	358.0	0.0	439.0	469.0	583.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8be7b2477abd72656d00a250cb1af12b	486.0	685.0	195.0	304.0	495.0	678.0	537.0	616.0	497.0	198.0	0.0	230.0	244.0	0.0	0.0	0.0	0.0	0.0	0.0	443.0	409.0	0.0	456.0	644.0	0.0	0.0	513.0	450.0	0.0	167.0	0.0	0.0	0.0	256.0	617.0	341.0	0.0	0.0	0.0	236.0	413.0	647.0	553.0	0.0	317.0	351.0
83703ce5c7ace900a4bc0e7413ec1ae4	283.0	469.0	371.0	327.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.0	0.0	0.0	0.0	0.0	0.0	1409.0	0.0	931.0	1658.0	894.0	540.0	954.0	0.0	611.0	0.0	315.0	0.0	804.0	0.0	398.0	0.0	0.0	0.0	0.0	0.0	0.0	362.0	800.0	0.0	0.0	400.0	0.0	0.0
946448a3a376e237f5997d1a4be3bc0f	268.0	547.0	315.0	273.0	313.0	0.0	0.0	208.0	676.0	0.0	265.0	246.0	311.0	0.0	0.0	0.0	0.0	0.0	1261.0	0.0	746.0	1316.0	675.0	284.0	783.0	233.0	275.0	0.0	497.0	0.0	540.0	329.0	302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	606.0	0.0	0.0	309.0	0.0	0.0
41952435980e93dac54d2675ca939f13	2061.0	1011.0	659.0	1463.0	1997.0	0.0	1272.0	1478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	362.0	723.0	0.0	0.0	0.0	0.0	0.0
5afba38e0911a4a4d3493c1d6a818d01	176.0	491.0	226.0	141.0	263.0	0.0	0.0	614.0	542.0	238.0	298.0	239.0	0.0	590.0	0.0	0.0	286.0	318.0	0.0	0.0	167.0	61.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	759.0	240.0	0.0	0.0	92.0	379.0	354.0	135.0	0.0	0.0	474.0	329.0	454.0	606.0	287.0	478.0	396.0
577029c41bebdb83f8422350a0a85e91	327.0	718.0	208.0	258.0	0.0	166.0	500.0	1202.0	824.0	0.0	110.0	0.0	0.0	833.0	0.0	0.0	263.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	388.0	0.0	296.0	0.0	305.0	371.0	42.0	0.0	192.0	0.0	0.0	184.0	391.0	373.0	0.0	325.0	604.0	398.0	0.0	575.0	0.0
ae8c6ef2874e5cb98190ee61c676c674	203.0	428.0	0.0	173.0	428.0	0.0	0.0	0.0	0.0	0.0	0.0	451.0	0.0	340.0	0.0	279.0	224.0	0.0	0.0	0.0	443.0	0.0	0.0	508.0	0.0	347.0	0.0	373.0	0.0	312.0	791.0	0.0	253.0	0.0	259.0	485.0	0.0	0.0	0.0	283.0	453.0	548.0	505.0	0.0	501.0	223.0
56c0650b453ed0021e726ac1eebe9cdb	365.0	245.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	298.0	0.0	0.0	0.0	0.0	0.0	262.0	636.0	360.0	0.0	707.0	0.0	309.0	334.0	550.0	612.0	0.0	0.0	427.0	0.0	461.0	528.0	728.0	0.0	478.0	0.0	237.0	275.0	0.0	431.0	141.0
ae5e18eb32e8f50528bb2c679e143d59	2116.0	485.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	758.0	0.0	0.0	584.0	0.0	0.0	0.0	0.0	889.0	0.0	441.0	0.0	0.0	0.0	0.0	926.0	0.0	0.0	0.0	0.0	0.0	0.0	1050.0	0.0	867.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93e7d6250a3f65f14576c27df32203a1	630.0	0.0	158.0	1608.0	233.0	0.0	254.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	224.0	695.0	165.0	75.0	363.0	0.0	0.0	0.0	0.0	512.0	0.0	577.0	504.0	0.0	519.0	0.0	0.0	508.0	0.0	552.0	0.0	138.0	0.0	78.0	0.0	0.0
c16f4c8dfeab40b1d863833cdc988677	462.0	67.0	0.0	1209.0	0.0	0.0	0.0	0.0	0.0	569.0	0.0	0.0	685.0	0.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	738.0	0.0	0.0	312.0	141.0	97.0	0.0	1369.0	0.0	606.0	425.0	0.0	0.0	363.0	0.0	0.0	0.0	0.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0
136cef6613c8f0d63429ec1cc744ee3a	457.0	0.0	0.0	288.0	342.0	0.0	0.0	625.0	0.0	275.0	0.0	447.0	0.0	560.0	884.0	0.0	0.0	509.0	504.0	350.0	713.0	0.0	0.0	247.0	0.0	0.0	596.0	0.0	0.0	0.0	140.0	329.0	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	322.0	106.0	0.0
0234a00395c5c4f18826ffb445243f25	657.0	443.0	284.0	444.0	665.0	627.0	0.0	381.0	0.0	0.0	400.0	0.0	0.0	0.0	0.0	269.0	287.0	0.0	0.0	0.0	215.0	0.0	627.0	490.0	0.0	0.0	241.0	0.0	0.0	0.0	0.0	0.0	0.0	602.0	0.0	0.0	243.0	0.0	534.0	0.0	0.0	0.0	0.0	0.0	260.0	140.0
8ea7414ac3bbffe0367dd3e6ead128ef	296.0	344.0	0.0	0.0	275.0	287.0	472.0	708.0	615.0	197.0	0.0	199.0	141.0	472.0	413.0	0.0	0.0	0.0	242.0	260.0	0.0	207.0	0.0	0.0	84.0	0.0	257.0	111.0	0.0	131.0	0.0	90.0	413.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	196.0	277.0	192.0	303.0	353.0
9bf456bf292545cd23c344e9c3ef733b	0.0	434.0	368.0	0.0	0.0	0.0	0.0	473.0	533.0	0.0	145.0	0.0	0.0	0.0	330.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	622.0	0.0	0.0	0.0	436.0	0.0	0.0	406.0	0.0	0.0	0.0	449.0	233.0	349.0	401.0	527.0	0.0	362.0	0.0	0.0	655.0	0.0	602.0	0.0
bdb9bd78f437e0a8a27bd0481047ca19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1091.0	0.0	0.0	944.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	764.0	0.0	0.0	998.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	816.0	300.0	0.0	0.0	0.0	1064.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1407.0
6ce4fa3602649a8065f0369485e802e9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0	0.0	0.0	0.0	1018.0	0.0	603.0	0.0	0.0	0.0	0.0	0.0	1968.0	0.0	659.0	0.0	537.0	0.0	0.0	1035.0	0.0	0.0	415.0	415.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e1061af8144d709ec52d4c5224162225	0.0	0.0	1019.0	0.0	0.0	0.0	2021.0	0.0	0.0	0.0	0.0	817.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	727.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	919.0	887.0	0.0	0.0	919.0
a7c06eddf713fca3e3302ffdb8cd7928	293.0	0.0	0.0	0.0	195.0	292.0	418.0	714.0	676.0	259.0	328.0	263.0	214.0	511.0	0.0	0.0	0.0	0.0	259.0	337.0	0.0	0.0	0.0	0.0	0.0	291.0	257.0	0.0	0.0	0.0	0.0	0.0	468.0	199.0	0.0	0.0	193.0	0.0	0.0	0.0	203.0	230.0	342.0	0.0	211.0	0.0
b160cff09fe996d0cb8386eba52a0421	0.0	397.0	209.0	0.0	0.0	0.0	0.0	384.0	351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	981.0	752.0	450.0	0.0	0.0	313.0	0.0	0.0	255.0	449.0	0.0	345.0	0.0	0.0	0.0	0.0	257.0	0.0	0.0	294.0	0.0	355.0	0.0	0.0	565.0	0.0	453.0	326.0
692c28eb11e38e5513aa6975905f9f7c	0.0	231.0	121.0	0.0	391.0	0.0	0.0	210.0	0.0	0.0	0.0	489.0	362.0	0.0	0.0	0.0	348.0	431.0	0.0	0.0	124.0	0.0	0.0	255.0	0.0	209.0	0.0	443.0	344.0	474.0	225.0	0.0	0.0	0.0	279.0	0.0	0.0	0.0	0.0	260.0	0.0	252.0	553.0	330.0	444.0	220.0
1bd7e7ef2a5d2baa86013ed7b1294b68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	823.0	515.0	369.0	0.0	331.0	286.0	0.0	425.0	0.0	379.0	0.0	368.0	483.0	0.0	0.0	251.0	347.0	309.0	0.0	0.0	0.0	0.0	0.0	438.0	444.0	0.0	490.0	233.0
acf0b1d74924e35ebf42beb7e68d5e05	625.0	340.0	450.0	0.0	470.0	0.0	432.0	0.0	428.0	153.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	0.0	132.0	0.0	420.0	0.0	0.0	0.0	0.0	295.0	0.0	0.0	321.0	0.0	353.0	254.0	645.0	316.0	0.0	621.0	80.0
ad4c5daf31bb19c554708e03f9bd0074	0.0	0.0	117.0	284.0	0.0	0.0	220.0	0.0	0.0	0.0	162.0	0.0	288.0	0.0	0.0	250.0	0.0	205.0	0.0	108.0	0.0	0.0	470.0	0.0	0.0	0.0	150.0	242.0	276.0	622.0	0.0	201.0	464.0	328.0	319.0	338.0	0.0	0.0	554.0	388.0	362.0	0.0	229.0	0.0	0.0	0.0
0fa1bacc798fa43fe4f978f0009c0d81	0.0	379.0	0.0	0.0	257.0	0.0	0.0	341.0	0.0	0.0	223.0	0.0	99.0	304.0	0.0	0.0	229.0	0.0	0.0	108.0	0.0	0.0	159.0	383.0	0.0	397.0	0.0	303.0	0.0	572.0	218.0	38.0	413.0	0.0	0.0	394.0	0.0	399.0	0.0	404.0	0.0	0.0	266.0	0.0	355.0	265.0
ea5fe336246cb30f94f2f9a9a2431f77	763.0	142.0	0.0	989.0	589.0	318.0	597.0	0.0	0.0	0.0	0.0	0.0	0.0	430.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	928.0	317.0	1032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3fd47e0daa7f2262687b7891d66c0507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0	0.0	0.0	477.0	329.0	441.0	0.0	0.0	301.0	0.0	0.0	401.0	256.0	0.0	265.0	429.0	0.0	0.0	0.0	484.0	0.0	249.0	941.0	0.0	0.0	470.0	425.0	0.0	382.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0
bb853b6e56fac7767610e1cdcbd0c0a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	420.0	0.0	217.0	476.0	383.0	0.0	808.0	0.0	439.0	252.0	368.0	0.0	0.0	116.0	0.0	0.0	650.0	0.0	244.0	0.0	274.0	0.0	223.0	0.0	0.0	394.0	111.0	0.0	0.0	0.0	356.0	354.0	333.0	0.0
d1522a363382e0c0a6b5fcfd6fec2fe9	422.0	0.0	0.0	519.0	0.0	0.0	0.0	0.0	0.0	791.0	0.0	0.0	1593.0	623.0	0.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	626.0	801.0	561.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b30876ea985586cb24796ca8ffe1d790	238.0	1036.0	650.0	406.0	0.0	310.0	0.0	895.0	834.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0	450.0	442.0	0.0	0.0	0.0	493.0	65.0
b7443b2cb1db3dc0a7494db348a9bf07	0.0	0.0	0.0	0.0	0.0	0.0	346.0	0.0	0.0	884.0	0.0	0.0	1519.0	650.0	242.0	442.0	0.0	378.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	0.0	0.0	571.0	609.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
db9c7fafb58962f55fc3b56c75108b6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	625.0	728.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	539.0	734.0	0.0	0.0	0.0	224.0	641.0	538.0	0.0	0.0	618.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	427.0	696.0	0.0	0.0
