Eigvals	46
0.0315538056973	0.0236785983503	0.00914832457218	0.00602503133475	0.0052541853423	0.0044699800916	0.00353912233558	0.00243131555905	0.00215743081023	0.00197076757797	0.00159040213935	0.00140432072452	0.00133268342146	0.00119422938735	0.00103384801607	0.000928474282414	0.000817665486109	0.000636513679319	0.000566896401621	0.000541506576518	0.000482155038846	0.000404286788666	0.000379971052253	0.000309521058539	0.000299842790093	0.00024354445946	0.000191795736294	0.000175479894058	0.000131977671243	0.000117696112557	0.000111582260488	5.94171178526e-05	7.55759888112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	46
0.305783770678	0.229466174615	0.0886552072325	0.0583877842714	0.0509176173937	0.0433179877058	0.0342971679247	0.0235615585165	0.0209073775271	0.0190984487545	0.0154123774396	0.0136090869832	0.0129148593245	0.011573119535	0.0100188848121	0.00899772185257	0.00792388841759	0.00616837014266	0.00549371828345	0.00524766883599	0.00467250090985	0.0039178899642	0.00368224936862	0.00299952776829	0.00290573694485	0.00236015724556	0.00185866719237	0.00170055251649	0.00127897821091	0.00114057750869	0.00108132897439	0.000575803455028	7.32396942959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	46	46
H5-B-T	-0.0281328523358	0.00220865049183	-0.0168658193217	0.00321041222235	-0.0084968954757	0.00332596742013	-0.000615313042519	0.00617649625829	-0.00850112905136	0.00632386061194	-0.000569327268278	0.00353999210993	-0.00475569713779	-0.00301441285366	0.00536673013431	0.00311033785178	-0.00718436839784	-0.00282232452481	0.00284934115542	0.00119427219331	0.00489988263827	0.00167726637203	-0.00212258064959	-0.00110789205888	-0.00126467171597	-0.00172453574159	-0.00187753105918	-0.00238183927876	0.000852871308451	0.00249744815558	0.00240744737523	0.000269185981886	0.000903671887163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H4-A-B	0.036377041408	-0.0492739472578	0.00668713738659	-0.00819768976204	-0.0179450725352	0.0130913593912	-0.014316887283	0.00433388646188	-0.0105522211852	-0.0143685626513	-0.00141805415501	0.00513614277356	-0.00366639034493	-0.00124082509017	-0.00771105255627	-0.00291535677445	-0.00422802193496	-0.00247324615788	0.00104122637847	-3.33469491048e-05	-0.0004673316581	0.00280180792797	-0.00121531105421	0.0018902568876	-0.00235680014652	0.00229869513741	0.00189495456135	-0.00151034152719	-0.000368604197043	-0.000245874358196	-0.000271219650832	-0.000909876085631	0.00010535352244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H6-A-M	-0.0229302614669	0.00874548103614	-0.00851566788548	0.00840474116375	-0.00415747964683	0.00283588245749	-0.00426788181102	-0.0034329161385	0.00311314672391	-0.0095758652941	-0.00241707161418	-0.00268606715841	-0.0106036733276	0.00396950132932	0.00524143837084	-0.000789331994404	0.000158604507441	0.00488192624638	-0.00143369218203	-0.000273909568155	-0.00455300319879	-0.00158640848791	0.00262673569097	0.00376308536448	-0.000503829259875	0.00131662350146	-0.000437477467954	0.000563022917677	-0.00447551091951	0.00157141895858	0.00252489331089	-0.00198695398623	7.90972602717e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H5-B-B	-0.0556609995907	-0.0246423657016	-0.00544919503163	-0.0120717864682	-0.0158357644059	-0.00427481649786	-0.00540118231682	0.0174845005162	0.00300802461091	0.0117810423345	-0.00210483847375	0.00443843338491	0.00138786299702	-0.000260503813641	-0.0060315849489	-0.000750037777919	0.00554542210814	0.00370760122632	-0.00174302711781	-0.000714860797163	-0.00362710338182	-0.000978289810765	0.00378459589559	-0.00151259001226	0.00184523695707	0.00246558945236	0.000342170423005	-0.000800001896354	-7.36437813424e-05	-0.00110836092647	-0.000848941317417	-0.000795692775191	-0.000226722802328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H5-B-M	0.00139504496914	0.0109806056371	-0.028693650843	-0.0052919649078	-0.0154268635708	-0.0160107338974	0.00527796186289	0.0115839482091	0.00764705073738	-0.00477674448495	-0.00706384471443	0.000508103987966	0.00407131498725	-0.00386091951724	0.00339330620289	0.00626041731449	-0.00475309038261	-0.0027440867199	-0.00253377804783	0.00414319573943	-0.00198457017617	-0.000724215548616	-0.00413457226787	-0.00316717727109	-0.00408230972143	0.0019923387329	0.0014276310525	-0.00099724467343	-0.00115455397119	-0.00137868584337	-0.00163850570496	0.000203226921236	0.000256552323432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H4-C-M	0.0228592727612	0.0115794380981	0.00504805950123	0.0162895836112	0.00392427931267	-0.0125348019583	-0.0158963280776	-0.0152052416671	0.0135927959346	0.00788774860591	-0.00346820864086	0.00877336087449	0.00405711368931	0.00486796367039	0.00273960640246	0.00285562040616	-0.00326324833801	-0.00551883564678	-0.000106472157241	0.0042793801267	-0.00225633759853	-0.000677108120284	-0.00290632491953	-0.00233569678226	0.000160332521395	-0.000311183971722	0.000291725921371	0.000495835741708	-0.00187963794719	-0.000651975903438	0.000617226927671	-0.000596890078335	-7.63568642061e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H7-B-T	0.0343589907328	-0.0353341563668	-0.0213228398386	-0.0120126515766	0.00203059324601	0.0117430799261	0.00451036167251	0.00307326855924	0.00438175628652	0.00375417297169	0.00940673189441	-0.00773478077326	0.00642705493717	-0.00591323290651	0.00506408184585	0.00405126100444	-0.0016374995471	-0.00279604803227	0.00101145494187	0.000764283720262	0.001847108143	0.00100628831652	0.00124745630891	0.00358812209966	0.00232308961272	-0.0019602457894	0.00153190194881	0.000307711227244	-0.00218567166109	0.000867326223375	-0.000515693407492	-0.00143061252153	-0.00110184594207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H5-C-B	-0.0254175730232	-0.0196425239239	0.00829501030222	-0.0174755149408	-0.010871264081	-0.0215202222843	-0.00701653046	9.49570915408e-05	-0.0113628429689	-0.00215826578284	0.00713646185804	-0.00112652902483	-0.00137958004786	0.000935297989835	0.00552992572723	-0.002119349005	0.00973070531888	-0.00148786031449	0.000118609042042	-0.000234012538286	-0.00426505786941	0.000683354783334	-0.000874951912822	0.000613357723076	-1.19851766282e-05	-0.00185360609212	-0.00205232600709	-0.000395420119037	-9.19652420145e-05	0.000958145032349	0.00145973957187	0.000454768492643	-0.000268866393172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H7-C-M	0.0336216376827	0.0106166510425	-0.0235430113997	-0.00269976635892	-0.000925765855916	-0.00144412019424	0.00732480098122	-0.00553968089081	-0.000408837369997	0.00576808671986	-0.00488005571677	-0.000258460204128	-0.00963765903847	0.00850521782688	-0.00386522143017	0.000673977618177	0.00267484794508	0.00212625405373	-0.00191993278001	-0.00285615924825	0.00014876316177	0.00498263617808	-9.25618413325e-05	-0.00229750627782	0.0018325538901	-0.00214255110319	-0.00193620074961	0.00304050051821	-0.00145609544067	-0.00115691188202	-0.00228294559963	-0.00140228532025	0.000174070301996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-A-T	0.00497345185853	0.0357054557999	-0.0100838571717	-0.00443870716041	0.00265982504901	-0.00263363080156	0.00946993243565	-0.00351685444804	-0.00813209371138	-0.00253821227352	0.00515466345781	0.00727178602627	0.0130585785127	-0.00491859306618	-0.00527320828053	0.000522512808607	-0.000857172018919	0.00722423889197	-0.00571776068483	-0.00267530897753	-0.00253742954308	-0.00127844089207	-0.0035685367887	0.00463661330375	-0.00329394839104	0.00068940746253	-0.00127820978103	0.00321928306773	-0.00200112543634	-0.000696826544759	0.000826292348273	0.00104550496642	5.63841010808e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
