	Feb10-r1-a_SPA	Feb10-r2-a_SPA	Feb10-r3-a_SPA	Feb10-r4-a_SPA	Feb10-r5-a_SPA	Feb10-r6-a_SPA	Feb10-r7-a_SPA	Feb7-1_SPA	Feb7-12_SPA	Feb7-15_SPA	Feb7-20_SPA	Feb7-3_SPA	Feb7-6_SPA	Feb7-9_SPA	Feb8-12_SPA	Feb8-15_SPA	Feb8-19_SPA	Feb8-2_SPA	Feb8-23_SPA	Feb8-27_SPA	Feb8-32_SPA	Feb8-33_SPA	Feb8-35_SPA	Feb8-37_SPA	Feb8-39_SPA	Feb8-41_SPA	Feb8-43_SPA	Feb8-45_SPA	Feb8-47_SPA	Feb8-49_SPA	Feb8-5_SPA	Feb8-51_SPA	Feb8-53_SPA	Feb8-55_SPA	Feb8-61_SPA	Feb8-65_SPA	Feb8-7_SPA	Feb8-9_SPA	Feb9-1-a_SPA	Feb9-1-b_SPA	Feb9-2-a_SPA	Feb9-2-b_SPA	Feb9-3-a_SPA	Feb9-3-b_SPA	Feb9-4-11_SPA	Feb9-4-14_SPA	Feb9-4-17_SPA	Feb9-4-2_SPA	Feb9-4-20_SPA	Feb9-4-22_SPA	Feb9-4-24_SPA	Feb9-4-26_SPA	Feb9-4-28_SPA	Feb9-4-30-a_SPA	Feb9-4-4_SPA	Feb9-4-6_SPA	Feb9-4-8_SPA	Feb9-4-a_SPA	Feb9-4-b_SPA	Feb9-5-a_SPA	Feb9-5-b_SPA	Feb9-6-a_SPA	Feb9-6-b_SPA	Feb9-7-a_SPA	Feb9-7-b_SPA	Feb9-8-a_SPA	Feb9-8-b_SPA	SG1-E-mid_SPA
Feb7-6_SPA	0.47888182949212293	0.4809364804438062	0.4546992658219581	0.4726470249004529	0.47614486941703704	0.4136796784109556	0.5094614370250953	0.4201845500639707	0.49442888805274804	0.5006145161481266	0.4038524051935262	0.4140321600433019	0.0	0.4083366462590786	0.4745579261364748	0.465803461564974	0.5274228993740188	0.48640084495139	0.45129245392557865	0.46637606434172507	0.47494280684554296	0.4341162764117426	0.45256932831001057	0.5563223196264473	0.5276806584427486	0.4433583531630301	0.4879680143901789	0.4461927165506378	0.43512871822707927	0.4218808717701121	0.5739786992136532	0.5208399608844793	0.4939107055055254	0.5867803433251341	0.4487553369764196	0.4544905985583864	0.49372295579124537	0.5551358102614962	0.4534074010913796	0.4979044722724318	0.5397555295782821	0.5944234169321337	0.5854620716374215	0.5330579526339785	0.4882237639469952	0.5444489697869502	0.5808432795627829	0.46218729116872614	0.5629561163592843	0.6231852458741903	0.6233585548561191	0.6363599236842618	0.6289895017381143	0.6218597880917622	0.43496664897152876	0.6460382742442996	0.6057717165898245	0.5863700679295701	0.5093393300878899	0.5150875286377201	0.5720572764938007	0.48082981561234306	0.45272169803974965	0.6309624760706759	0.6321380815722356	0.4643320268183003	0.46442031513923077	0.438928131781292
Feb7-9_SPA	0.34614412399725997	0.3335872918723953	0.2770383714088745	0.30986904376010965	0.36803281519798986	0.33393921857484127	0.37579623751724417	0.380702041742472	0.3032389046099285	0.3466616098645532	0.21950166800681423	0.3199282834941554	0.4083366462590786	0.0	0.4018068542611351	0.3356998160410187	0.3750007715268976	0.37212389019706993	0.20042542956211848	0.2844795552475537	0.39600092955088695	0.3626063997863985	0.3713446980298652	0.4760792983297227	0.4613189266760809	0.331177780373215	0.42780305597161583	0.3975236907293067	0.3340246419906904	0.3115970068464488	0.5038245572059591	0.4986378169351361	0.4193202677794586	0.4121416342721705	0.4475405767830436	0.4019540221568349	0.3612725287092382	0.4941746213181325	0.36934414333644755	0.42885020082966413	0.46947996503731004	0.5829584117332072	0.5873410638054057	0.464980793565067	0.4440407827061132	0.46585995086974386	0.4806742490831163	0.4936371967075815	0.5456617095545248	0.4993600483804484	0.5137127415168978	0.5814054279945452	0.5298305006827291	0.5683824681891858	0.3237807408543214	0.6019608629377519	0.5484870930671515	0.47910451850830876	0.4426945255596235	0.39554767874238117	0.562066568808875	0.3600765321321478	0.3701884959351875	0.5735032655134986	0.489616492924121	0.3733665824566773	0.40257352823475145	0.365084249537049
Feb8-12_SPA	0.3613800714018742	0.3672151866347899	0.3486924317264921	0.3882766487029985	0.5147019661345082	0.48354908710274963	0.4554225665137531	0.48977530148330484	0.3222592396915619	0.33620872415150443	0.39468766268411576	0.5037549620551491	0.4745579261364748	0.4018068542611351	0.0	0.44247236738699924	0.4535009623955086	0.2588944787965902	0.34220102843741035	0.364655180089007	0.3350288226608639	0.3044928569621711	0.37205651242257326	0.4721107092876232	0.5232181006961699	0.48824483024422694	0.3555302377452868	0.3879366141339136	0.3827844775046167	0.3758737795455777	0.522425046113554	0.5110340950649829	0.4490805329789957	0.48311253451303837	0.43974595849836823	0.5352262709270484	0.21645022982441373	0.3802044564595216	0.4411930162364143	0.4167001218142257	0.46598411439481885	0.586136497444245	0.5926998990166925	0.5445705753160154	0.4511866074699182	0.5516759323819135	0.5686073061179612	0.5734903227401191	0.578405324831425	0.5362786163290854	0.6136650469028727	0.5830287201726526	0.6098803777835295	0.5627506538101186	0.43108216180766046	0.5674186745421581	0.6116322370946561	0.5937703294750696	0.46463306868869414	0.49132365352920876	0.6495219427970838	0.3111556915894947	0.4267552253378727	0.6418925096158496	0.6116877591508558	0.4333805710585301	0.5229932379426375	0.35838720637929766
Feb8-15_SPA	0.4442838420460914	0.28896759949323775	0.3677729907507063	0.365072699995976	0.4145785126721184	0.28353227691357763	0.41683226979145444	0.40567588033995955	0.2938453786228194	0.34370152064286535	0.24218144293222954	0.316312498288178	0.465803461564974	0.3356998160410187	0.44247236738699924	0.0	0.42309057553394885	0.34375305904057557	0.2933240191355184	0.2284522525455411	0.38823936851393054	0.33022480077967786	0.39199124536110597	0.4104258065407186	0.4237173831410608	0.30621782622004096	0.4103813858309618	0.3684000172805168	0.2931475310809487	0.31388807339013297	0.5060159522717812	0.41260103572296397	0.3192211094445374	0.42167614574109796	0.26441389506216334	0.31232451379041215	0.347993224526017	0.5341599688858111	0.2926758145583953	0.4626017567896773	0.4445478539885018	0.5662799057513251	0.5921766957010762	0.37707636659645954	0.4516637419360261	0.5061735991509375	0.4949246691552963	0.43996328266743745	0.5711352490697629	0.5617904360489625	0.5755766343514348	0.6010964668216006	0.5347627172591667	0.59971121532949	0.3503453988776126	0.614373516860704	0.5105107144802054	0.5077934843114706	0.4890091231626305	0.38894936122997065	0.5778510399819172	0.37475087120184913	0.2587184231781546	0.585246816924195	0.5450128782528598	0.3397089504417786	0.3856994868149644	0.319111060065618
Feb8-19_SPA	0.48525532644443975	0.41807004879227655	0.4101988030430799	0.4495491242829589	0.4597963372866379	0.4435252489033785	0.5083010506103401	0.49829830256857566	0.39234266952964386	0.42851077363217854	0.37043966476907075	0.4268241276849611	0.5274228993740188	0.3750007715268976	0.4535009623955086	0.42309057553394885	0.0	0.3870550299820406	0.2658005710167552	0.3383936897659523	0.39190436962867226	0.3903983328100692	0.4085564706316384	0.28601451260241845	0.3561098933140449	0.41702225133347837	0.4885042849525569	0.4287047846918604	0.39025250921345256	0.3672648727536	0.5457559026204887	0.30623897676392	0.4710347553473377	0.23228002139149836	0.46815313967135913	0.4667921679776099	0.4191842408408847	0.24835149499437179	0.4619042678944522	0.48370489937203764	0.5486965579849825	0.6396336154353036	0.6255480412079134	0.5379513039799306	0.5081171862614274	0.5529952335735917	0.5719419574430895	0.5752210667228953	0.6138878326158985	0.5692439215858894	0.5776012020432668	0.6399700923880924	0.6079936563509049	0.5935535813973528	0.4425743631151967	0.64719796213007	0.5969535516861346	0.5421140326057665	0.5566627315968576	0.48543745637354396	0.6278794795690084	0.4339182283505154	0.4426412595858109	0.638085530532051	0.5554251985889256	0.4611522820681453	0.4786186797354847	0.4401163024887
Feb8-2_SPA	0.484126445207434	0.28381794966781526	0.3759325370139816	0.45698286636065244	0.5065685663641376	0.4666071944025119	0.4775736882168134	0.4117250120185045	0.21298879812319366	0.2633398075923192	0.3362670520476586	0.4589972336702783	0.48640084495139	0.37212389019706993	0.2588944787965902	0.34375305904057557	0.3870550299820406	0.0	0.26282552798515396	0.288094528474027	0.22754757722618113	0.18684013719054193	0.2715925054710885	0.4955454008292217	0.5519775790723843	0.41460070707249297	0.3606147792594177	0.40081315225428404	0.3918347109546171	0.28753393256382076	0.5057281300471346	0.454939215414839	0.3775524929489424	0.43924453695762034	0.3493683191350849	0.48207734164924926	0.18099724201569814	0.40933177302120854	0.4775263908764037	0.3483682365940153	0.47090153555041286	0.5560315796879075	0.5532607014327079	0.5025521246103652	0.3858018315176912	0.522010678944544	0.5375259660592321	0.5167880945565646	0.6354623781079128	0.5843994660155811	0.5738060871082664	0.5672222468064202	0.5769303987407188	0.5608875200569081	0.3620684282602753	0.5678314148298478	0.5696897151302193	0.5598716814710006	0.4359409915180071	0.4218935802961807	0.6345865722166187	0.23740755557839102	0.33364350359809547	0.6273847655986218	0.5645370494202911	0.457022863488456	0.49023552411709276	0.27011033454839417
Feb8-23_SPA	0.34057934524843064	0.2651481384931727	0.2839205745095756	0.3038816234970894	0.36215023977381183	0.314846081260858	0.3814276543808004	0.3797951673685805	0.26371602601750677	0.2619845228023019	0.18244636625739358	0.34528476841140227	0.45129245392557865	0.20042542956211848	0.34220102843741035	0.2933240191355184	0.2658005710167552	0.26282552798515396	0.0	0.17119806188441125	0.3066051207960336	0.2598521599680062	0.3357661312634729	0.40898188783665135	0.46070281802811974	0.2713753923986368	0.4125152094957449	0.33353262388399946	0.2528214993079223	0.2167676358302009	0.47438379438901096	0.4611248145545841	0.3791719030737365	0.33235274499641465	0.4082127261526921	0.3716267047574877	0.25759531667532376	0.4222476928468258	0.33469047723704987	0.39640730439785465	0.45318213160797804	0.5688781336848096	0.5666411201371938	0.44638873764750414	0.44719248078072904	0.46831515725600525	0.4832967167175931	0.5098584576395483	0.5493046811791085	0.4766264800154444	0.4819481818907439	0.5737137741339995	0.5270918525155257	0.5052546827465757	0.3042626203352156	0.5678324312865607	0.5177884494433537	0.43607100252814834	0.45130787813021234	0.34274926011587625	0.5578784878880636	0.29986159977920246	0.31869957614694894	0.5604482646309767	0.4701621794771295	0.3411768966407938	0.36885605650596237	0.32159476614308175
Feb8-27_SPA	0.4088404369721554	0.23645390176841108	0.34633193483747243	0.3821092716177391	0.4104713635288406	0.324092342034114	0.3953440961468788	0.438956565901585	0.2847458273525097	0.27771720185707494	0.2932997901749157	0.41125412442507847	0.46637606434172507	0.2844795552475537	0.364655180089007	0.2284522525455411	0.3383936897659523	0.288094528474027	0.17119806188441125	0.0	0.32113703804299176	0.2754623094352881	0.33755962831450265	0.38739089561389317	0.4503315907763848	0.3427198019779118	0.4147627860158636	0.3457652635772559	0.338449511725463	0.2865275467716636	0.48271050094548773	0.39962092822507345	0.38301687751548114	0.35847656081866736	0.33739529082943126	0.3493305305381243	0.2795037564904861	0.4894765391363125	0.32865932212426974	0.4063820972319287	0.47590850735055784	0.5752459740553938	0.569454492050934	0.3954252580383962	0.45821352004128685	0.46412618896464647	0.49167966368175636	0.5014507246438238	0.5895537212717697	0.5300552529030541	0.5467940067888936	0.5752884775413963	0.5426744315574049	0.5462190356524357	0.31636470529228994	0.5735613982040138	0.5327402662016767	0.5028078377599502	0.4579713339781794	0.36364991199060326	0.5805755899102392	0.3243995714091478	0.29101570959858847	0.5785410545563935	0.5258032541420986	0.3713233762572338	0.364759657475675	0.33619322705613136
Feb8-32_SPA	0.49405368622086326	0.31463236822912893	0.38995809596854364	0.43316380869649596	0.4720060559264008	0.46702604803749453	0.42886324294447764	0.4515600188932937	0.23586613698286266	0.25457153406408645	0.38243756453202915	0.4615587302633487	0.47494280684554296	0.39600092955088695	0.3350288226608639	0.38823936851393054	0.39190436962867226	0.22754757722618113	0.3066051207960336	0.32113703804299176	0.0	0.20314100616358538	0.22807768221720073	0.48720656397629825	0.5659206448200952	0.4455114654595357	0.3547027287798384	0.3639187388843631	0.40233755358999235	0.31306605692488093	0.5196839253325375	0.42526578915535795	0.3099829030540881	0.468325364816679	0.3230110699650709	0.482381894899375	0.31539885359430164	0.4733836717141684	0.4726475510548307	0.3329124482367434	0.5014653358023713	0.5635929591594373	0.5454316265089295	0.4944945991465181	0.36468526448956134	0.5116192077283055	0.5166956843958003	0.4827852906644633	0.6256874887527856	0.6030018915647146	0.5808486139568126	0.5401809146109567	0.5770290403641944	0.5578803176989532	0.3759669854865731	0.579161093488488	0.5674811277961803	0.5894896284983333	0.40800292098150726	0.4033854573995302	0.6397293440391855	0.3105370528261484	0.3953336889158378	0.6308922508834222	0.5616989372957809	0.4772958781772864	0.4814946892199052	0.2831653578643451
Feb8-33_SPA	0.4871293050179898	0.29135447178417934	0.34344224095445464	0.43140823023499153	0.479808971780765	0.4121688752150248	0.42960273658716136	0.3613100077355104	0.244162707419231	0.24071858277600128	0.34221628863086334	0.40982024088275887	0.4341162764117426	0.3626063997863985	0.3044928569621711	0.33022480077967786	0.3903983328100692	0.18684013719054193	0.2598521599680062	0.2754623094352881	0.20314100616358538	0.0	0.1777326071002009	0.4817917254880843	0.5013273384103776	0.3344557840268517	0.3249785692819902	0.36176051815415483	0.3230665821732627	0.28521540402426004	0.5091832788991539	0.3945765812663211	0.35639539716432267	0.4147496552997385	0.3423986884556827	0.43591013031071757	0.2481516812125359	0.45552827491295406	0.45307330946641605	0.3979081099828442	0.5049743960451257	0.547661930600036	0.5583883271698633	0.4889415298432282	0.3920279547939517	0.5247359112201928	0.5185680368613028	0.49603425619850317	0.6278004165827621	0.5725218816414426	0.5766481563829053	0.5544898702172221	0.5677001257963248	0.5524639436374158	0.374521137725276	0.5809651352172137	0.5455185328285157	0.5534314303455876	0.41560479412577817	0.39231749139653	0.6465551073860996	0.3126255591093406	0.39568962187428214	0.6285324760596088	0.5546529056381387	0.4731447150134613	0.48009009855277834	0.2512495334839793
