	H2-A-B_ASD	H2-A-M_ASD	H2-A-T_ASD	H2-B-B_ASD	H2-B-M_ASD	H2-B-T_ASD	H2-C-B_ASD	H2-C-M_ASD	H2-C-T_ASD	H3-A-B_ASD	H3-A-M_ASD	H3-A-T_ASD	H3-B-B_ASD	H3-B-M_ASD	H3-B-T_ASD	H3-C-B_ASD	H3-C-M_ASD	H3-C-T_ASD	H4-A-B_ASD	H4-A-M_ASD	H4-A-T_ASD	H4-B-B_ASD	H4-B-M_ASD	H4-B-T_ASD	H4-C-B_ASD	H4-C-M_ASD	H4-C-T_ASD	H5-A-M_ASD	H5-B-B_ASD	H5-B-M_ASD	H5-B-T_ASD	H5-C-B_ASD	H5-C-T_ASD	H6-A-B_ASD	H6-A-M_ASD	H6-A-T_ASD	H6-B-B_ASD	H6-B-M_ASD	H6-C-B_ASD	H6-C-M_ASD	H6-C-T_ASD	H7-B-B_ASD	H7-B-M_ASD	H7-B-T_ASD	H7-C-M_ASD	H7-C-T_ASD
H5-B-B_ASD	0.18071320556896153	0.21140974502288462	0.16845431160096155	0.14263872116334617	0.15545066782307693	0.17994872379376925	0.307918301746077	0.2754176672090769	0.28337053429092307	0.20861450892838462	0.14918948449557692	0.1674069454226923	0.23809780230396155	0.32270723649638466	0.2732815577913847	0.11144109688146155	0.12759376727026925	0.1078837242583077	0.23824156909307695	0.2634314781725769	0.11682945239315386	0.0636353218143077	0.15654677723515384	0.1275214435478077	0.16619548621907693	0.29449067365057696	0.288325245058	0.15327584530257693	0.0	0.08904987024057692	0.10541032881869229	0.09361578773007694	0.23059840447146152	0.11749190207161539	0.16919057225515385	0.22146930678711538	0.20302537788626923	0.230232481332	0.17426584603119227	0.14280571549776924	0.20803759321973078	0.1309150069563077	0.16829415825634617	0.16074849898899998	0.18686344150161535	0.2132355280851923
H5-B-M_ASD	0.14289206552946154	0.1620997438336154	0.12855450969861537	0.11307459500653846	0.10281706657765384	0.14508978117903848	0.27015129107873076	0.22742078781734618	0.2515957708227308	0.17880684319396156	0.11523415887776922	0.13244727232073075	0.21372672156407696	0.2719674954845	0.23561930308034618	0.09396733327634615	0.09673003186984616	0.0809123929975	0.2126558094621923	0.22494239519976925	0.09877062423065386	0.09726250484296153	0.11977697459265384	0.09301847857038462	0.15310120083365383	0.24303186909000002	0.2601372961101154	0.10432908519338462	0.08904987024057692	0.0	0.06814208073373076	0.09085331309226921	0.19310744915834618	0.10912523857565383	0.1314184257531154	0.17471497985915382	0.16607283254784616	0.18408452127796154	0.14392928458253845	0.09877271575496156	0.17283048523438463	0.08506101020042309	0.11472176463707695	0.1330960352835	0.1326002809921154	0.16873998580846156
H5-B-T_ASD	0.11073516281696154	0.12911486486926924	0.09839087951757693	0.07785393026803847	0.07540149354446155	0.10050666775815385	0.2303952015793077	0.19658827564276923	0.2101373320826154	0.13957120335115386	0.07795829550457692	0.10069847830061537	0.17332184580103846	0.2530368256831539	0.2005738522989231	0.06319574766700001	0.0819208160934231	0.047034216117999995	0.17597590605023078	0.19457832837896155	0.06370144618253845	0.09091963212046154	0.09888028105900001	0.0594514573915	0.11585714435353846	0.21690779405257693	0.2241996977401538	0.09859436021596152	0.10541032881869229	0.06814208073373076	0.0	0.08714919575007693	0.15903424653738463	0.10120731344761538	0.10055873354076923	0.1390395838541923	0.12957695640088462	0.15785363778584613	0.10651894934650002	0.06677608772784616	0.12903672020357695	0.07540403401615385	0.09745792434534617	0.09869759402846155	0.11279573861207692	0.14498333199819233
H5-C-B_ASD	0.1492784399325	0.18437920447703846	0.1472570355838077	0.12610090428380769	0.13969766451561538	0.14890249637253844	0.2563584693851539	0.23388646871653848	0.23105613223315385	0.17678990622115387	0.10890829688926923	0.13293437919638462	0.1834110987951923	0.27086192306007695	0.2181036645372308	0.07818033883707692	0.0801824238948077	0.08209133417861539	0.19770768095515384	0.2290450126418077	0.077380308237	0.07955833161969231	0.11125190779292307	0.09063237001811539	0.10344786071100001	0.24158717095026927	0.23930531377399997	0.12045725869711538	0.09361578773007694	0.09085331309226921	0.08714919575007693	0.0	0.18126783615999997	0.09846290607015384	0.12311376926069231	0.1867034641448846	0.15147494321665383	0.17988979517292308	0.13831870539819233	0.11037897376553847	0.16853145755096158	0.11618877557723079	0.13250828279034615	0.11306358862392307	0.1664869646586154	0.18906533759565386
H5-C-T_ASD	0.12420767290373078	0.07748221416180769	0.1237204402608077	0.15914788815365385	0.15543753174815383	0.11973664241069233	0.13868130809123075	0.09175779290315385	0.093217926467	0.10872277197776922	0.14170626743226925	0.1248450092093077	0.09896863160334615	0.13292837202607694	0.1069518238826154	0.16585713963507692	0.15794183483680774	0.174000236422	0.2103226896933077	0.14452608775934614	0.16947721771892305	0.21001790210084614	0.1504557063706154	0.15667690647411536	0.13649799190738462	0.10874097813403846	0.14394886203469232	0.15046783859196156	0.23059840447146152	0.19310744915834618	0.15903424653738463	0.18126783615999997	0.0	0.18104624227738458	0.11656496159007691	0.10320807984280767	0.08762232996919231	0.053047379379769236	0.1400310697698846	0.1337137914467692	0.0783474531171923	0.15760524054492306	0.12345879370957691	0.13916064625969232	0.09547574569623077	0.1215382642771923
H6-A-B_ASD	0.1396698008288846	0.18673285001380768	0.12775599609534616	0.11221861249296153	0.11912709947553846	0.15263744967253845	0.2555722771573077	0.2405448837559231	0.23152389864484615	0.19654345396192308	0.13904507750165385	0.16380250186984616	0.21339955712519232	0.27665674175384614	0.23793776460446156	0.0860037597766923	0.1009772910278077	0.11456464805746153	0.23778635265523074	0.2561804800506538	0.11183859650338461	0.09174184129746155	0.15264777455946155	0.12200718653611536	0.15277958087015384	0.24432056678296155	0.2667620473653846	0.16026321080042308	0.11749190207161539	0.10912523857565383	0.10120731344761538	0.09846290607015384	0.18104624227738458	0.0	0.13926899095053846	0.19845412344388463	0.1280431474568077	0.17901380841561537	0.11559976476065385	0.09965086713238461	0.15671467671226924	0.10238449526599999	0.15007608874342307	0.14760288931092305	0.17150686323553846	0.21058462546326923
H6-A-M_ASD	0.09929406182288464	0.0929130110085	0.1148207984991923	0.1360886369481154	0.1310197045616923	0.0945058908646154	0.1852072524243077	0.1510383452426154	0.1699454531506923	0.11454752492415385	0.0781854458488077	0.06990562350699997	0.12678517620173074	0.18656900695992307	0.14627134132584618	0.1222538766813077	0.11637675413396154	0.10835025751246154	0.14124873434284613	0.1419748020435769	0.11414851055276923	0.15296744146815383	0.07600642034723078	0.08687139993219231	0.08946631634569233	0.15810795548042308	0.1831625247949231	0.08040979657365385	0.16919057225515385	0.1314184257531154	0.10055873354076923	0.12311376926069231	0.11656496159007691	0.13926899095053846	0.0	0.08626763032034614	0.08790107569557692	0.09456425189792306	0.10838658072126924	0.09524211967215385	0.09965191958742309	0.13310124332146153	0.08536517926388461	0.06943276898600001	0.08666498356815384	0.09725464142642308
H6-A-T_ASD	0.11804650993430771	0.08217295382999999	0.1348747533932308	0.15558606081153847	0.14358667570234615	0.10467365256719233	0.15691649919965384	0.12947482054219228	0.14201057484003843	0.07204646145380769	0.11801168593015385	0.09709776166957695	0.11338960522715383	0.16955205006873075	0.12273230331134616	0.16684093224188462	0.17864343063384616	0.14781436860211541	0.18658983152819228	0.10374493924461538	0.15828108881411537	0.20042613332780768	0.12564806509019233	0.1356609085786923	0.1318085347985	0.12896404983723075	0.15278448493226923	0.13430044396946156	0.22146930678711538	0.17471497985915382	0.1390395838541923	0.1867034641448846	0.10320807984280767	0.19845412344388463	0.08626763032034614	0.0	0.11680744767153847	0.09226332965557693	0.13374176884399996	0.13986661689111538	0.08146681744646153	0.18129618889773075	0.13627338990984617	0.11972560912011539	0.1015380129288077	0.05213785587484616
H6-B-B_ASD	0.09281227219369231	0.10048140140315384	0.1004936747183077	0.12254332674661539	0.12232201184342308	0.09158232333050001	0.16961729625173075	0.13434335729957694	0.1453817663358077	0.11102455015757694	0.11386549452584617	0.10255020230319231	0.12660733107084615	0.1842079529777308	0.15511070003965383	0.1329381685075	0.14190649085892307	0.14147585989296152	0.18492628817573076	0.17835156748753844	0.13986291914526922	0.1745730189978077	0.12407802961296155	0.1281869207766923	0.10679073136119233	0.1492170761854615	0.18486974349803842	0.1301017953613077	0.20302537788626923	0.16607283254784616	0.12957695640088462	0.15147494321665383	0.08762232996919231	0.1280431474568077	0.08790107569557692	0.11680744767153847	0.0	0.08319412841919233	0.09912460195315384	0.09365163046303847	0.08112764763592309	0.13276050261296155	0.1050537369686923	0.11074008419865385	0.08057571312111539	0.12666902884838463
H6-B-M_ASD	0.1328941482908077	0.07014947216811537	0.1404159040331923	0.16661912339442309	0.15777135759092306	0.13156847257653848	0.13644203005246153	0.08821409355546153	0.10948522420707693	0.11751610623576923	0.13983819000011538	0.12044970802915386	0.0863622082621923	0.13216727765361538	0.10487523256376927	0.1688108832935385	0.1634036025614231	0.16809052617369227	0.19827634448492307	0.12494994137380769	0.16837726287815383	0.21183949191730772	0.13224151684138463	0.14746205221565384	0.1320409043636154	0.10222785340257692	0.1433518223813846	0.13522661326034616	0.230232481332	0.18408452127796154	0.15785363778584613	0.17988979517292308	0.053047379379769236	0.17901380841561537	0.09456425189792306	0.09226332965557693	0.08319412841919233	0.0	0.14613492561603844	0.12436008896092306	0.08641743293449998	0.15928896824846156	0.12008995611973076	0.1256932781527692	0.09811906014492307	0.10128924793173076
H6-C-B_ASD	0.05152795313146153	0.14751302618476922	0.0799083421733846	0.08275301617900001	0.11192763631296153	0.07948318218403846	0.1773891796821923	0.18279369836096154	0.18590215349003844	0.11694178476865386	0.10863121695707692	0.12957178485796153	0.1489231689683846	0.21666583032303846	0.17615432336311537	0.1122904457041923	0.13549665064784613	0.12094029328673077	0.2000789538935	0.20322240685553844	0.12605418298126925	0.14880094137042307	0.13561604200457691	0.11524834706876923	0.09942343744319229	0.19214011967907693	0.2063026560511154	0.13159723740669232	0.17426584603119227	0.14392928458253845	0.10651894934650002	0.13831870539819233	0.1400310697698846	0.11559976476065385	0.10838658072126924	0.13374176884399996	0.09912460195315384	0.14613492561603844	0.0	0.09476392352788461	0.10591515863423079	0.13781921139665385	0.1338669560589231	0.12693145122057692	0.1257953861235	0.15925686530815386
H6-C-M_ASD	0.09408057593180767	0.10919409846426922	0.07382726104073076	0.07919230264873078	0.061844549374153845	0.09982120011838459	0.21407693276184617	0.1654802788213077	0.18820350324776924	0.1430075504356154	0.0845971778991923	0.11081096670923074	0.16909333968826923	0.22963179636276923	0.1960685406140769	0.08759254614076924	0.09866570801026923	0.08301506726592309	0.18740924031700001	0.1971167607625	0.09081541431669232	0.12049533472923077	0.10075950053461537	0.07043541511880769	0.1137538625127692	0.18732436989142306	0.22042958564476925	0.1106665148815	0.14280571549776924	0.09877271575496156	0.06677608772784616	0.11037897376553847	0.1337137914467692	0.09965086713238461	0.09524211967215385	0.13986661689111538	0.09365163046303847	0.12436008896092306	0.09476392352788461	0.0	0.1092621011895	0.06811539069584616	0.08888789074819231	0.1010653702586923	0.09605325179799999	0.14517522190219231
H6-C-T_ASD	0.09038706333384618	0.08641186858715383	0.09947755144846157	0.13612089619207693	0.13047895831157694	0.07071038737588463	0.13108180037711537	0.12825369911611537	0.10273267141042305	0.0813390990998846	0.12267218687015385	0.1047851265228077	0.11242685904261536	0.15307979624242307	0.10886246452903844	0.1343792963068077	0.15338003432576927	0.14701322884119233	0.1861893516124231	0.15033273758776922	0.14134970446003847	0.17534265055396156	0.1301344797148077	0.1319344735863077	0.11681077534242308	0.11813672849446152	0.1367280522839615	0.13380658748938462	0.20803759321973078	0.17283048523438463	0.12903672020357695	0.16853145755096158	0.0783474531171923	0.15671467671226924	0.09965191958742309	0.08146681744646153	0.08112764763592309	0.08641743293449998	0.10591515863423079	0.1092621011895	0.0	0.14388546722319234	0.11990942349299999	0.11817350863526924	0.08454738541850002	0.10750156785815383
H7-B-B_ASD	0.1358364862325	0.1408519105671923	0.08914438360619231	0.09980312747557693	0.07780912240430769	0.12789730856346151	0.25000748640561543	0.20423376269899995	0.2138829571612308	0.18332593484084614	0.12536851926342307	0.14337804053607692	0.20655761618834614	0.2508873638319231	0.22650719316615386	0.08516749980546154	0.09644636297588463	0.0908374764693077	0.22029592619538457	0.2332997638226538	0.08918073753961539	0.1200655308513077	0.12613580751076925	0.09362145750403846	0.14910466163676922	0.2193050676565	0.2500463427671539	0.12535746245896154	0.1309150069563077	0.08506101020042309	0.07540403401615385	0.11618877557723079	0.15760524054492306	0.10238449526599999	0.13310124332146153	0.18129618889773075	0.13276050261296155	0.15928896824846156	0.13781921139665385	0.06811539069584616	0.14388546722319234	0.0	0.09271282635773077	0.1279323268173077	0.100618683361	0.1750682219171154
H7-B-M_ASD	0.1096891649446154	0.10026074355523076	0.10751091865469231	0.1345119579349231	0.11655083290242309	0.10053637059849999	0.2059015349092692	0.15831734164880773	0.17824313638319228	0.1373519814715	0.07507332415692308	0.08431432143465382	0.15348551067884614	0.20589552539003844	0.16981963723296153	0.12222270770019232	0.10081249530053847	0.1004040556358077	0.1627418506551923	0.17604856385361534	0.10673628072550001	0.15776844277434615	0.06865251998503848	0.07734450228338463	0.10956584321326925	0.1732216961	0.19257365132403842	0.07758101135361539	0.16829415825634617	0.11472176463707695	0.09745792434534617	0.13250828279034615	0.12345879370957691	0.15007608874342307	0.08536517926388461	0.13627338990984617	0.1050537369686923	0.12008995611973076	0.1338669560589231	0.08888789074819231	0.11990942349299999	0.09271282635773077	0.0	0.060406833051576916	0.06437209798273077	0.11154540379153846
H7-B-T_ASD	0.10775549889703848	0.1054245583471923	0.12002098443096153	0.1398294118071154	0.13168001474553848	0.09355702402199999	0.19960191130361538	0.16572125098192309	0.18210719262776925	0.12177488664646155	0.052742306392884616	0.06509502273415382	0.1306534572082692	0.21447617978738462	0.1573437419402308	0.11147005034207691	0.1081669390835	0.08593446644830768	0.13313610409792304	0.15037124486965384	0.08550317505553845	0.137746155649	0.05007797843946154	0.061923865789730775	0.08128781631723078	0.18137296011042306	0.1774505394193846	0.07713796406557694	0.16074849898899998	0.1330960352835	0.09869759402846155	0.11306358862392307	0.13916064625969232	0.14760288931092305	0.06943276898600001	0.11972560912011539	0.11074008419865385	0.1256932781527692	0.12693145122057692	0.1010653702586923	0.11817350863526924	0.1279323268173077	0.060406833051576916	0.0	0.09921411129930768	0.09572337749473077
H7-C-M_ASD	0.10285587622703847	0.07485725064380769	0.09341016365573078	0.12720982706696154	0.10996405430146154	0.09114903760169232	0.18173537142646157	0.12815868701023075	0.1497166453843077	0.10751923732253846	0.10310220166042308	0.08683819655400002	0.13852346916303845	0.1813645314642308	0.15340465387769234	0.14759357533630768	0.1378600619634231	0.12184128171200002	0.17174823585207694	0.15700745703973074	0.12897967558823076	0.18048539130576924	0.10789325556423078	0.11221706782165386	0.11635087513638463	0.14730904931073077	0.1736440805786923	0.10991217697342308	0.18686344150161535	0.1326002809921154	0.11279573861207692	0.1664869646586154	0.09547574569623077	0.17150686323553846	0.08666498356815384	0.1015380129288077	0.08057571312111539	0.09811906014492307	0.1257953861235	0.09605325179799999	0.08454738541850002	0.100618683361	0.06437209798273077	0.09921411129930768	0.0	0.09133101719773076
H7-C-T_ASD	0.13446926863984615	0.08164332163646154	0.1525440279079231	0.1605568739133077	0.14573483268396153	0.12260129770842308	0.17604341761680767	0.1371487594551923	0.16093399022434618	0.08500667152211538	0.11077588254153847	0.09083630762303847	0.11707018487446152	0.1827217248878077	0.13976712046265388	0.1736530573161154	0.17044466395384616	0.13750866890273078	0.1838380835261923	0.09945442098230767	0.14813949262665382	0.20574731340626926	0.11289070960150001	0.12744951632438462	0.13481295547934616	0.1420641344356923	0.15677559926826917	0.12086168183653848	0.2132355280851923	0.16873998580846156	0.14498333199819233	0.18906533759565386	0.1215382642771923	0.21058462546326923	0.09725464142642308	0.05213785587484616	0.12666902884838463	0.10128924793173076	0.15925686530815386	0.14517522190219231	0.10750156785815383	0.1750682219171154	0.11154540379153846	0.09572337749473077	0.09133101719773076	0.0
