"Plot Title: SG1_station_out_Feb22"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10379490, SEN S/N: 10384022, LBL: Temp)","RH, % (LGR S/N: 10379490, SEN S/N: 10384022, LBL: RH)","PAR, uE (LGR S/N: 10379490, SEN S/N: 10391655, LBL: PAR)"
712,02/25/18 03:50:04 AM,15.939,75.300,1.2
713,02/25/18 03:55:04 AM,15.533,75.200,1.2
714,02/25/18 04:00:04 AM,15.485,75.600,1.2
715,02/25/18 04:05:04 AM,15.605,76.000,1.2
716,02/25/18 04:10:04 AM,15.629,75.900,1.2
717,02/25/18 04:15:04 AM,15.533,76.000,1.2
718,02/25/18 04:20:04 AM,15.103,76.300,1.2
719,02/25/18 04:25:04 AM,15.629,77.400,1.2
720,02/25/18 04:30:04 AM,15.915,76.700,1.2
721,02/25/18 04:35:04 AM,15.605,75.900,1.2
722,02/25/18 04:40:04 AM,15.509,76.600,1.2
723,02/25/18 04:45:04 AM,15.629,76.900,1.2
724,02/25/18 04:50:04 AM,15.700,76.700,1.2
725,02/25/18 04:55:04 AM,15.629,76.600,1.2
726,02/25/18 05:00:04 AM,15.581,76.700,1.2
727,02/25/18 05:05:04 AM,15.485,76.400,1.2
728,02/25/18 05:10:04 AM,15.294,76.900,1.2
729,02/25/18 05:15:04 AM,15.103,77.400,1.2
730,02/25/18 05:20:04 AM,15.175,77.900,1.2
731,02/25/18 05:25:04 AM,15.127,77.800,1.2
732,02/25/18 05:30:04 AM,15.175,77.700,1.2
733,02/25/18 05:35:04 AM,14.433,77.700,1.2
734,02/25/18 05:40:04 AM,14.649,79.200,1.2
735,02/25/18 05:45:04 AM,15.127,79.200,1.2
736,02/25/18 05:50:04 AM,14.960,78.500,1.2
737,02/25/18 05:55:04 AM,14.792,78.600,1.2
738,02/25/18 06:00:04 AM,14.936,78.300,1.2
739,02/25/18 06:05:04 AM,15.008,78.700,1.2
740,02/25/18 06:10:04 AM,15.199,78.700,1.2
741,02/25/18 06:15:04 AM,15.318,78.300,1.2
742,02/25/18 06:20:04 AM,15.485,78.000,1.2
743,02/25/18 06:25:04 AM,15.223,77.900,1.2
744,02/25/18 06:30:04 AM,14.792,78.100,1.2
745,02/25/18 06:35:04 AM,14.385,78.300,1.2
746,02/25/18 06:40:04 AM,14.529,78.900,1.2
747,02/25/18 06:45:04 AM,14.577,78.800,1.2
748,02/25/18 06:50:04 AM,14.697,79.000,1.2
749,02/25/18 06:55:04 AM,14.290,79.200,1.2
750,02/25/18 07:00:04 AM,14.505,79.900,1.2
751,02/25/18 07:05:04 AM,14.553,79.400,1.2
752,02/25/18 07:10:04 AM,14.218,79.500,1.2
753,02/25/18 07:15:04 AM,13.882,79.400,1.2
754,02/25/18 07:20:04 AM,14.170,79.700,1.2
755,02/25/18 07:25:04 AM,14.146,79.300,1.2
756,02/25/18 07:30:04 AM,14.122,79.700,1.2
757,02/25/18 07:35:04 AM,14.098,79.800,6.2
758,02/25/18 07:40:04 AM,14.026,79.700,11.2
759,02/25/18 07:45:04 AM,14.122,79.800,21.2
760,02/25/18 07:50:04 AM,14.098,79.500,31.2
761,02/25/18 07:55:04 AM,14.194,79.500,43.7
762,02/25/18 08:00:04 AM,14.721,79.100,56.2
763,02/25/18 08:05:04 AM,15.366,78.500,66.2
764,02/25/18 08:10:04 AM,15.724,77.500,76.2
765,02/25/18 08:15:04 AM,16.106,76.700,83.7
766,02/25/18 08:20:04 AM,16.654,76.000,93.7
767,02/25/18 08:25:04 AM,17.677,75.200,101.2
768,02/25/18 08:30:04 AM,18.176,73.500,108.7
769,02/25/18 08:35:04 AM,18.533,72.300,113.7
770,02/25/18 08:40:04 AM,18.105,71.100,118.7
771,02/25/18 08:45:04 AM,18.105,70.900,123.7
772,02/25/18 08:50:04 AM,18.580,70.200,128.7
773,02/25/18 08:55:04 AM,18.628,69.500,133.7
774,02/25/18 09:00:04 AM,18.747,68.800,138.7
775,02/25/18 09:05:04 AM,18.723,68.200,143.7
776,02/25/18 09:10:04 AM,19.508,67.400,148.7
777,02/25/18 09:15:04 AM,19.651,66.100,153.7
778,02/25/18 09:20:04 AM,20.103,65.500,158.7
779,02/25/18 09:25:04 AM,20.746,64.800,168.7
780,02/25/18 09:30:04 AM,20.579,64.200,178.7
781,02/25/18 09:35:04 AM,20.841,63.800,186.2
782,02/25/18 09:40:04 AM,21.533,62.700,536.2
783,02/25/18 09:45:04 AM,20.817,62.000,716.2
784,02/25/18 09:50:04 AM,21.366,62.200,763.7
785,02/25/18 09:55:04 AM,21.533,61.500,813.7
786,02/25/18 10:00:04 AM,21.891,60.900,861.2
787,02/25/18 10:05:04 AM,21.413,60.600,906.2
788,02/25/18 10:10:04 AM,22.298,60.100,946.2
