	H2-A-B_ASD	H2-A-M_ASD	H2-A-T_ASD	H2-B-B_ASD	H2-B-M_ASD	H2-B-T_ASD	H2-C-B_ASD	H2-C-M_ASD	H2-C-T_ASD	H3-A-B_ASD	H3-A-M_ASD	H3-A-T_ASD	H3-B-B_ASD	H3-B-M_ASD	H3-B-T_ASD	H3-C-B_ASD	H3-C-M_ASD	H3-C-T_ASD	H4-A-B_ASD	H4-A-M_ASD	H4-A-T_ASD	H4-B-B_ASD	H4-B-M_ASD	H4-B-T_ASD	H4-C-B_ASD	H4-C-M_ASD	H4-C-T_ASD	H5-A-M_ASD	H5-B-B_ASD	H5-B-M_ASD	H5-B-T_ASD	H5-C-B_ASD	H5-C-T_ASD	H6-A-B_ASD	H6-A-M_ASD	H6-A-T_ASD	H6-B-B_ASD	H6-B-M_ASD	H6-C-B_ASD	H6-C-M_ASD	H6-C-T_ASD	H7-B-B_ASD	H7-B-M_ASD	H7-B-T_ASD	H7-C-M_ASD	H7-C-T_ASD
H4-A-T_ASD	0.6972692307692308	0.6540769230769231	0.8241538461538461	0.7277307692307692	0.7536153846153846	0.5848846153846153	0.7673846153846153	0.7066153846153846	0.7171153846153846	0.6463461538461538	0.5696923076923077	0.5898076923076923	0.5937307692307693	0.7069615384615384	0.5909615384615384	0.5765769230769231	0.651576923076923	0.500423076923077	0.6208846153846154	0.6063846153846154	0.0	0.6026153846153847	0.6042307692307692	0.4713846153846154	0.7285384615384616	0.7341923076923077	0.6032692307692308	0.6469230769230769	0.6924615384615385	0.7054230769230769	0.5984615384615385	0.7013461538461538	0.7109615384615384	0.791923076923077	0.6652307692307692	0.6658846153846154	0.8178461538461539	0.7649230769230769	0.7551153846153846	0.7498461538461538	0.6591923076923077	0.7188846153846153	0.6703846153846154	0.6176923076923077	0.6868076923076923	0.7007307692307693
H4-B-B_ASD	0.7112692307692308	0.7598076923076923	0.8368461538461538	0.7498461538461538	0.8025769230769231	0.6427307692307692	0.774576923076923	0.8246923076923077	0.7846153846153846	0.6797692307692308	0.6035	0.7311923076923077	0.6279615384615385	0.7656538461538461	0.7136538461538462	0.5849230769230769	0.7173076923076923	0.6649615384615385	0.6415	0.6858461538461539	0.6026153846153847	0.0	0.651576923076923	0.6391923076923077	0.6488846153846154	0.8238846153846154	0.7726538461538461	0.7348076923076923	0.6602692307692307	0.7779230769230769	0.6716538461538462	0.7079230769230769	0.7835384615384615	0.8138846153846154	0.7637307692307692	0.7509230769230769	0.8573461538461539	0.8128846153846154	0.7443076923076923	0.8303076923076923	0.7635	0.8104230769230769	0.7667692307692308	0.7558846153846154	0.7866923076923077	0.7713461538461538
H4-B-M_ASD	0.7093461538461538	0.6256153846153846	0.7448461538461538	0.6933846153846154	0.703076923076923	0.6486923076923077	0.7794615384615384	0.6901538461538461	0.6593461538461538	0.7005384615384616	0.5856923076923077	0.6392692307692308	0.6828846153846154	0.7236923076923077	0.6533846153846153	0.6671538461538462	0.6653076923076923	0.6475	0.6181153846153846	0.5961538461538461	0.6042307692307692	0.651576923076923	0.0	0.542923076923077	0.7336153846153847	0.694076923076923	0.6612692307692307	0.6282307692307693	0.7131923076923077	0.6148461538461538	0.5558461538461539	0.7352307692307692	0.6776923076923077	0.7078461538461538	0.6448461538461538	0.614	0.7668076923076923	0.7481153846153846	0.7153076923076923	0.7016923076923077	0.6536538461538461	0.7141538461538461	0.6363846153846154	0.6938076923076923	0.6453846153846153	0.6472307692307693
H4-B-T_ASD	0.6338076923076923	0.5831923076923077	0.8013846153846154	0.6907692307692308	0.7015769230769231	0.6051153846153846	0.7241923076923077	0.6627307692307692	0.7065	0.6603846153846153	0.5534230769230769	0.5496923076923077	0.6156538461538461	0.6425	0.6333846153846154	0.627576923076923	0.6249230769230769	0.5656923076923077	0.6418461538461538	0.586076923076923	0.4713846153846154	0.6391923076923077	0.542923076923077	0.0	0.7623461538461539	0.6403076923076924	0.5868461538461538	0.559	0.6915769230769231	0.6310769230769231	0.5357692307692308	0.7288461538461538	0.6511923076923077	0.7448461538461538	0.6047307692307692	0.5926923076923077	0.7540769230769231	0.6942692307692307	0.7425	0.6776153846153846	0.6065	0.6699615384615385	0.5941538461538461	0.6328846153846154	0.6336923076923077	0.6416153846153846
H4-C-B_ASD	0.8012692307692307	0.7917307692307692	0.8183461538461538	0.7965769230769231	0.8265769230769231	0.7841153846153847	0.7925384615384615	0.83	0.8202692307692308	0.7266923076923076	0.7290769230769231	0.7398461538461538	0.7131153846153846	0.8182307692307692	0.7488846153846154	0.8003076923076923	0.803	0.7483076923076923	0.7471538461538462	0.7865	0.7285384615384616	0.6488846153846154	0.7336153846153847	0.7623461538461539	0.0	0.8468076923076923	0.7363461538461539	0.813	0.7650769230769231	0.8098461538461539	0.7525	0.7151923076923077	0.7793076923076923	0.8632307692307692	0.805076923076923	0.8041153846153846	0.8251153846153846	0.8407692307692308	0.8164615384615385	0.8448461538461538	0.7618076923076923	0.827	0.8161153846153846	0.7916923076923077	0.8516538461538462	0.7647692307692308
H4-C-M_ASD	0.6841923076923077	0.6883846153846154	0.7482307692307693	0.7147692307692308	0.6675	0.6848846153846154	0.721423076923077	0.6485384615384615	0.5795384615384616	0.6933846153846154	0.6953846153846154	0.7653846153846153	0.7508846153846154	0.5751923076923077	0.6208461538461538	0.7616153846153846	0.79	0.7330769230769231	0.7498846153846154	0.6655	0.7341923076923077	0.8238846153846154	0.694076923076923	0.6403076923076924	0.8468076923076923	0.0	0.6791538461538461	0.7345769230769231	0.8358846153846153	0.7157692307692308	0.6801923076923077	0.8051153846153846	0.6136153846153846	0.7375	0.6483076923076924	0.627423076923077	0.6945384615384615	0.6360769230769231	0.6871923076923077	0.6526153846153846	0.5803076923076923	0.7070384615384615	0.6871923076923077	0.7651153846153846	0.6399615384615385	0.7278076923076923
H4-C-T_ASD	0.6697692307692308	0.6010769230769231	0.7769615384615385	0.7004615384615385	0.726	0.5817692307692308	0.6647692307692308	0.6031538461538462	0.6086923076923076	0.6482692307692308	0.6708846153846154	0.6307307692307692	0.6776153846153846	0.618423076923077	0.5597692307692308	0.7208461538461538	0.6909615384615385	0.6621153846153847	0.7082692307692308	0.6341923076923077	0.6032692307692308	0.7726538461538461	0.6612692307692307	0.5868461538461538	0.7363461538461539	0.6791538461538461	0.0	0.7146153846153847	0.7818846153846154	0.7056923076923077	0.6802307692307692	0.7720384615384616	0.6468076923076923	0.7811153846153847	0.6407307692307692	0.6266153846153846	0.7521923076923077	0.7156153846153847	0.711076923076923	0.7621153846153846	0.5805769230769231	0.712	0.6344615384615384	0.6058461538461538	0.6566923076923077	0.6697692307692308
H5-A-M_ASD	0.7195384615384616	0.662	0.8227692307692308	0.723423076923077	0.7506923076923077	0.7110384615384615	0.7390384615384615	0.7084230769230769	0.7378846153846154	0.6763846153846154	0.6251153846153846	0.6028461538461538	0.7003846153846154	0.6843846153846154	0.6777692307692308	0.6905	0.6524230769230769	0.5872692307692308	0.6491538461538462	0.5711923076923077	0.6469230769230769	0.7348076923076923	0.6282307692307693	0.559	0.813	0.7345769230769231	0.7146153846153847	0.0	0.6445384615384615	0.5185384615384615	0.6049230769230769	0.6950384615384615	0.7186153846153847	0.7735384615384615	0.6625	0.6518076923076923	0.7967692307692308	0.7798846153846154	0.7767692307692308	0.7569230769230769	0.6916923076923077	0.710076923076923	0.589	0.6806153846153846	0.6761923076923076	0.6796923076923077
H5-B-B_ASD	0.745423076923077	0.7822307692307693	0.8615384615384616	0.7594615384615384	0.8167307692307693	0.7543076923076923	0.7904615384615384	0.8314230769230769	0.8176153846153846	0.6326538461538461	0.703076923076923	0.7210384615384615	0.646576923076923	0.7802307692307693	0.7474615384615385	0.6588846153846154	0.6975384615384616	0.7106923076923077	0.6645	0.7081153846153846	0.6924615384615385	0.6602692307692307	0.7131923076923077	0.6915769230769231	0.7650769230769231	0.8358846153846153	0.7818846153846154	0.6445384615384615	0.0	0.6371153846153846	0.7039615384615384	0.6490384615384616	0.7985384615384615	0.8260384615384615	0.7508461538461538	0.7401538461538462	0.8316153846153846	0.8178461538461539	0.751	0.8257307692307693	0.7645384615384615	0.7857307692307692	0.7111923076923077	0.6785769230769231	0.7903076923076923	0.7793461538461538
H5-B-M_ASD	0.7058076923076924	0.6429615384615385	0.7145	0.6671153846153847	0.6056538461538462	0.7283076923076923	0.7139615384615384	0.6489615384615385	0.7115769230769231	0.6548461538461539	0.6703461538461538	0.681	0.7265384615384616	0.678	0.7019615384615384	0.6942692307692307	0.6558076923076923	0.6660769230769231	0.6901538461538461	0.6340769230769231	0.7054230769230769	0.7779230769230769	0.6148461538461538	0.6310769230769231	0.8098461538461539	0.7157692307692308	0.7056923076923077	0.5185384615384615	0.6371153846153846	0.0	0.6253461538461539	0.6998461538461539	0.6523846153846153	0.7097307692307693	0.5904615384615385	0.6233846153846154	0.7512692307692308	0.6718846153846154	0.7171153846153846	0.6013846153846154	0.6596538461538461	0.6492307692307693	0.5865	0.6668076923076923	0.5909230769230769	0.7023846153846154
H5-B-T_ASD	0.6561153846153847	0.5962692307692308	0.7840769230769231	0.6597692307692308	0.6708076923076923	0.6407692307692308	0.7347307692307692	0.6893076923076923	0.6676538461538462	0.6551538461538462	0.6093461538461539	0.5977692307692307	0.6223076923076923	0.6944230769230769	0.6633461538461538	0.6321538461538462	0.6676923076923077	0.6175	0.6480769230769231	0.6081923076923077	0.5984615384615385	0.6716538461538462	0.5558461538461539	0.5357692307692308	0.7525	0.6801923076923077	0.6802307692307692	0.6049230769230769	0.7039615384615384	0.6253461538461539	0.0	0.7015769230769231	0.6610384615384616	0.7253076923076923	0.6065384615384616	0.5852307692307692	0.7303846153846154	0.6933846153846154	0.6995384615384616	0.6728846153846154	0.6062692307692308	0.6805384615384615	0.6198461538461538	0.6743076923076923	0.6508461538461539	0.6807307692307693
