	H2-A-B_ASD	H2-A-M_ASD	H2-A-T_ASD	H2-B-B_ASD	H2-B-M_ASD	H2-B-T_ASD	H2-C-B_ASD	H2-C-M_ASD	H2-C-T_ASD	H3-A-B_ASD	H3-A-M_ASD	H3-A-T_ASD	H3-B-B_ASD	H3-B-M_ASD	H3-B-T_ASD	H3-C-B_ASD	H3-C-M_ASD	H3-C-T_ASD	H4-A-B_ASD	H4-A-M_ASD	H4-A-T_ASD	H4-B-B_ASD	H4-B-M_ASD	H4-B-T_ASD	H4-C-B_ASD	H4-C-M_ASD	H4-C-T_ASD	H5-A-M_ASD	H5-B-B_ASD	H5-B-M_ASD	H5-B-T_ASD	H5-C-B_ASD	H5-C-T_ASD	H6-A-B_ASD	H6-A-M_ASD	H6-A-T_ASD	H6-B-B_ASD	H6-B-M_ASD	H6-C-B_ASD	H6-C-M_ASD	H6-C-T_ASD	H7-B-B_ASD	H7-B-M_ASD	H7-B-T_ASD	H7-C-M_ASD	H7-C-T_ASD
H5-C-B_ASD	0.7761153846153847	0.8210384615384615	0.8501538461538461	0.7528076923076923	0.7820384615384616	0.7656538461538461	0.764	0.808076923076923	0.7806923076923077	0.6461923076923077	0.6564615384615384	0.7065384615384616	0.7066153846153846	0.7493846153846154	0.7518846153846154	0.683923076923077	0.725	0.6509615384615385	0.6571153846153847	0.6534615384615384	0.7013461538461538	0.7079230769230769	0.7352307692307692	0.7288461538461538	0.7151923076923077	0.8051153846153846	0.7720384615384616	0.6950384615384615	0.6490384615384616	0.6998461538461539	0.7015769230769231	0.0	0.7978461538461539	0.814076923076923	0.7463076923076923	0.7665	0.8275384615384616	0.8362692307692308	0.7677307692307692	0.8174615384615385	0.7917307692307692	0.8263076923076923	0.7676538461538461	0.7003846153846154	0.8270384615384615	0.798
H5-C-T_ASD	0.624423076923077	0.6422307692307693	0.7298461538461538	0.6561923076923077	0.6368846153846154	0.6419615384615385	0.7214615384615385	0.6113461538461539	0.6123076923076923	0.6748846153846154	0.7189615384615384	0.7127692307692308	0.6727307692307692	0.5963076923076923	0.6234615384615385	0.7255769230769231	0.7423076923076923	0.7488461538461538	0.7498076923076923	0.6887692307692308	0.7109615384615384	0.7835384615384615	0.6776923076923077	0.6511923076923077	0.7793076923076923	0.6136153846153846	0.6468076923076923	0.7186153846153847	0.7985384615384615	0.6523846153846153	0.6610384615384616	0.7978461538461539	0.0	0.6945384615384615	0.6170769230769231	0.5752692307692308	0.6557307692307692	0.6216153846153846	0.6550769230769231	0.6150769230769231	0.5387692307692308	0.7106538461538462	0.7117307692307693	0.7201153846153846	0.64	0.7606923076923077
H6-A-B_ASD	0.6726923076923077	0.7056923076923077	0.7371538461538462	0.6526923076923077	0.673923076923077	0.7026538461538462	0.7303461538461539	0.6959615384615384	0.6946538461538462	0.7119615384615384	0.7490769230769231	0.7898076923076923	0.7103076923076923	0.7474615384615385	0.7395769230769231	0.6795769230769231	0.8018846153846154	0.7771538461538462	0.7976538461538462	0.7440769230769231	0.791923076923077	0.8138846153846154	0.7078461538461538	0.7448461538461538	0.8632307692307692	0.7375	0.7811153846153847	0.7735384615384615	0.8260384615384615	0.7097307692307693	0.7253076923076923	0.814076923076923	0.6945384615384615	0.0	0.638576923076923	0.6676153846153846	0.5910384615384615	0.6304615384615384	0.5889615384615384	0.6183846153846154	0.6457307692307692	0.7316538461538461	0.7436538461538461	0.817076923076923	0.6703076923076923	0.7927307692307692
H6-A-M_ASD	0.6722692307692307	0.6293076923076923	0.737423076923077	0.6686923076923077	0.603423076923077	0.6617692307692308	0.7005384615384616	0.6083461538461539	0.6434230769230769	0.692076923076923	0.6577692307692308	0.6674615384615384	0.7050384615384615	0.6317307692307692	0.6610769230769231	0.6648846153846154	0.7027692307692308	0.665	0.7276923076923076	0.6610384615384616	0.6652307692307692	0.7637307692307692	0.6448461538461538	0.6047307692307692	0.805076923076923	0.6483076923076924	0.6407307692307692	0.6625	0.7508461538461538	0.5904615384615385	0.6065384615384616	0.7463076923076923	0.6170769230769231	0.638576923076923	0.0	0.549	0.6636153846153846	0.613423076923077	0.6448846153846154	0.5958461538461538	0.5940384615384615	0.6936923076923077	0.5809615384615384	0.6890384615384615	0.6208076923076923	0.6756538461538462
H6-A-T_ASD	0.5927692307692307	0.5955384615384616	0.7495384615384615	0.6328846153846154	0.6475384615384615	0.6309615384615385	0.703076923076923	0.598	0.5816923076923077	0.6766923076923077	0.677	0.6401923076923077	0.6595769230769231	0.6059615384615384	0.6181923076923077	0.686076923076923	0.7209230769230769	0.6862307692307692	0.7278846153846154	0.5873846153846154	0.6658846153846154	0.7509230769230769	0.614	0.5926923076923077	0.8041153846153846	0.627423076923077	0.6266153846153846	0.6518076923076923	0.7401538461538462	0.6233846153846154	0.5852307692307692	0.7665	0.5752692307692308	0.6676153846153846	0.549	0.0	0.6302307692307693	0.5998076923076923	0.6298846153846154	0.6046153846153847	0.5351153846153847	0.6646923076923077	0.6459230769230769	0.6847307692307693	0.5786153846153846	0.6537692307692308
H6-B-B_ASD	0.6058846153846154	0.7290769230769231	0.7307692307692307	0.621	0.6612692307692307	0.701076923076923	0.6484615384615384	0.6560769230769231	0.683923076923077	0.6843461538461538	0.7796538461538461	0.8038461538461539	0.6751538461538461	0.6903461538461538	0.7383076923076923	0.7073461538461538	0.8157692307692308	0.8000384615384616	0.8400384615384615	0.7619615384615385	0.8178461538461539	0.8573461538461539	0.7668076923076923	0.7540769230769231	0.8251153846153846	0.6945384615384615	0.7521923076923077	0.7967692307692308	0.8316153846153846	0.7512692307692308	0.7303846153846154	0.8275384615384616	0.6557307692307692	0.5910384615384615	0.6636153846153846	0.6302307692307693	0.0	0.5995384615384616	0.5587307692307693	0.6559615384615385	0.6150384615384615	0.7431923076923077	0.7590769230769231	0.8051923076923077	0.7018846153846154	0.7814230769230769
H6-B-M_ASD	0.6418461538461538	0.6172307692307692	0.7248846153846153	0.6595	0.6474230769230769	0.7132307692307692	0.7119615384615384	0.5966538461538462	0.6640384615384616	0.7218461538461538	0.8013076923076923	0.7804230769230769	0.7166538461538462	0.6501153846153847	0.6835	0.7379230769230769	0.751423076923077	0.7641538461538462	0.8013076923076923	0.7252307692307692	0.7649230769230769	0.8128846153846154	0.7481153846153846	0.6942692307692307	0.8407692307692308	0.6360769230769231	0.7156153846153847	0.7798846153846154	0.8178461538461539	0.6718846153846154	0.6933846153846154	0.8362692307692308	0.6216153846153846	0.6304615384615384	0.613423076923077	0.5998076923076923	0.5995384615384616	0.0	0.6553846153846153	0.5973846153846154	0.5987307692307692	0.6998846153846154	0.7	0.7892692307692307	0.6116153846153846	0.7678846153846154
H6-C-B_ASD	0.5812307692307692	0.7309615384615384	0.7055384615384616	0.5793846153846154	0.6695	0.5913461538461539	0.6186923076923077	0.6725384615384615	0.6203461538461539	0.6136923076923076	0.7072692307692308	0.7573076923076923	0.6120769230769231	0.6311153846153846	0.6517692307692308	0.5941153846153846	0.7640384615384616	0.7473846153846154	0.7338461538461538	0.6712692307692307	0.7551153846153846	0.7443076923076923	0.7153076923076923	0.7425	0.8164615384615385	0.6871923076923077	0.711076923076923	0.7767692307692308	0.751	0.7171153846153846	0.6995384615384616	0.7677307692307692	0.6550769230769231	0.5889615384615384	0.6448846153846154	0.6298846153846154	0.5587307692307693	0.6553846153846153	0.0	0.6988076923076924	0.594	0.7598461538461538	0.7641923076923077	0.8049615384615385	0.7118076923076923	0.7815384615384615
H6-C-M_ASD	0.6613076923076923	0.5967692307692307	0.6454230769230769	0.6126538461538461	0.5718846153846154	0.7405384615384616	0.7496538461538461	0.6315	0.667923076923077	0.751423076923077	0.7673461538461539	0.752423076923077	0.7245	0.7292692307692308	0.7133076923076923	0.7322692307692308	0.7890384615384616	0.7552692307692308	0.8136923076923077	0.7529230769230769	0.7498461538461538	0.8303076923076923	0.7016923076923077	0.6776153846153846	0.8448461538461538	0.6526153846153846	0.7621153846153846	0.7569230769230769	0.8257307692307693	0.6013846153846154	0.6728846153846154	0.8174615384615385	0.6150769230769231	0.6183846153846154	0.5958461538461538	0.6046153846153847	0.6559615384615385	0.5973846153846154	0.6988076923076924	0.0	0.567076923076923	0.6853846153846154	0.7113461538461539	0.7425384615384616	0.5608846153846154	0.7321153846153846
H6-C-T_ASD	0.5595	0.557923076923077	0.6498076923076923	0.5698461538461539	0.613	0.5543461538461538	0.6164615384615385	0.5762692307692308	0.5213846153846153	0.6031538461538462	0.6698461538461539	0.625423076923077	0.6319230769230769	0.615	0.5764615384615385	0.6648461538461539	0.7528846153846154	0.685076923076923	0.7247307692307692	0.6631923076923077	0.6591923076923077	0.7635	0.6536538461538461	0.6065	0.7618076923076923	0.5803076923076923	0.5805769230769231	0.6916923076923077	0.7645384615384615	0.6596538461538461	0.6062692307692308	0.7917307692307692	0.5387692307692308	0.6457307692307692	0.5940384615384615	0.5351153846153847	0.6150384615384615	0.5987307692307692	0.594	0.567076923076923	0.0	0.6490769230769231	0.6433076923076924	0.6699615384615385	0.5935384615384616	0.6881538461538461
H7-B-B_ASD	0.6599615384615385	0.6121153846153846	0.7211923076923077	0.6796923076923077	0.6363846153846154	0.6557307692307692	0.679923076923077	0.6368461538461538	0.6853461538461538	0.7309230769230769	0.7316923076923076	0.6707692307692308	0.7362692307692308	0.7013076923076923	0.7419615384615385	0.7269230769230769	0.7363846153846154	0.7507692307692307	0.7684615384615384	0.7015384615384616	0.7188846153846153	0.8104230769230769	0.7141538461538461	0.6699615384615385	0.827	0.7070384615384615	0.712	0.710076923076923	0.7857307692307692	0.6492307692307693	0.6805384615384615	0.8263076923076923	0.7106538461538462	0.7316538461538461	0.6936923076923077	0.6646923076923077	0.7431923076923077	0.6998846153846154	0.7598461538461538	0.6853846153846154	0.6490769230769231	0.0	0.5667692307692308	0.7183461538461539	0.533	0.6700384615384616
H7-B-M_ASD	0.677	0.5869615384615384	0.7547692307692307	0.7226538461538462	0.6988461538461539	0.6397307692307692	0.6583461538461538	0.6125	0.6390384615384616	0.6735	0.646576923076923	0.6001923076923077	0.7134230769230769	0.6791538461538461	0.680076923076923	0.6665	0.6391923076923077	0.639	0.7004615384615385	0.6357692307692308	0.6703846153846154	0.7667692307692308	0.6363846153846154	0.5941538461538461	0.8161153846153846	0.6871923076923077	0.6344615384615384	0.589	0.7111923076923077	0.5865	0.6198461538461538	0.7676538461538461	0.7117307692307693	0.7436538461538461	0.5809615384615384	0.6459230769230769	0.7590769230769231	0.7	0.7641923076923077	0.7113461538461539	0.6433076923076924	0.5667692307692308	0.0	0.598	0.5066923076923077	0.5289615384615385
H7-B-T_ASD	0.7103076923076923	0.6768076923076923	0.8703076923076923	0.7521538461538462	0.7686538461538461	0.6926538461538462	0.7596538461538461	0.7292692307692308	0.7270384615384615	0.6503846153846153	0.6277307692307692	0.6134615384615385	0.6879615384615385	0.7438846153846154	0.7066923076923077	0.6942307692307692	0.6826538461538462	0.6236153846153846	0.691923076923077	0.6711538461538461	0.6176923076923077	0.7558846153846154	0.6938076923076923	0.6328846153846154	0.7916923076923077	0.7651153846153846	0.6058461538461538	0.6806153846153846	0.6785769230769231	0.6668076923076923	0.6743076923076923	0.7003846153846154	0.7201153846153846	0.817076923076923	0.6890384615384615	0.6847307692307693	0.8051923076923077	0.7892692307692307	0.8049615384615385	0.7425384615384616	0.6699615384615385	0.7183461538461539	0.598	0.0	0.6262307692307693	0.5285384615384615
H7-C-M_ASD	0.6076153846153847	0.5198076923076923	0.6742307692307692	0.6283076923076923	0.5930769230769231	0.6193846153846154	0.7101153846153846	0.5387307692307692	0.5888846153846153	0.7200384615384615	0.7122692307692308	0.7028846153846153	0.6993076923076923	0.6511538461538462	0.6417307692307692	0.6966153846153846	0.7116923076923077	0.713	0.747	0.6598461538461539	0.6868076923076923	0.7866923076923077	0.6453846153846153	0.6336923076923077	0.8516538461538462	0.6399615384615385	0.6566923076923077	0.6761923076923076	0.7903076923076923	0.5909230769230769	0.6508461538461539	0.8270384615384615	0.64	0.6703076923076923	0.6208076923076923	0.5786153846153846	0.7018846153846154	0.6116153846153846	0.7118076923076923	0.5608846153846154	0.5935384615384616	0.533	0.5066923076923077	0.6262307692307693	0.0	0.6006923076923077
H7-C-T_ASD	0.7121538461538461	0.6726153846153846	0.7770384615384616	0.7622692307692308	0.7159615384615384	0.6743461538461538	0.7035384615384616	0.6866538461538462	0.6463846153846153	0.7041153846153846	0.6918461538461539	0.5716538461538462	0.7260384615384615	0.7317307692307692	0.7265	0.7012692307692308	0.7134230769230769	0.7068846153846153	0.7144230769230769	0.6453076923076924	0.7007307692307693	0.7713461538461538	0.6472307692307693	0.6416153846153846	0.7647692307692308	0.7278076923076923	0.6697692307692308	0.6796923076923077	0.7793461538461538	0.7023846153846154	0.6807307692307693	0.798	0.7606923076923077	0.7927307692307692	0.6756538461538462	0.6537692307692308	0.7814230769230769	0.7678846153846154	0.7815384615384615	0.7321153846153846	0.6881538461538461	0.6700384615384616	0.5289615384615385	0.5285384615384615	0.6006923076923077	0.0
